Grassland_medium,Grassland_high,Grassland_low,Crop,Forest_Deciduous,Forest_Mixed,Forest_Coniferous,Forest_even_aged,Forest_uneven_aged,scenario_no
3,1,5,0,0,0,0,5,1,4723
1,3,5,0,0,0,0,5,1,4724
1,1,7,0,0,0,0,5,1,4725
0,0,9,0,0,0,0,5,1,4726
7,1,0,1,0,0,0,5,1,4727
5,3,0,1,0,0,0,5,1,4728
3,5,0,1,0,0,0,5,1,4729
1,7,0,1,0,0,0,5,1,4730
7,0,1,1,0,0,0,5,1,4731
0,7,1,1,0,0,0,5,1,4732
5,0,3,1,0,0,0,5,1,4733
0,5,3,1,0,0,0,5,1,4734
3,0,5,1,0,0,0,5,1,4735
0,3,5,1,0,0,0,5,1,4736
1,0,7,1,0,0,0,5,1,4737
0,1,7,1,0,0,0,5,1,4738
5,1,0,3,0,0,0,5,1,4739
3,3,0,3,0,0,0,5,1,4740
1,5,0,3,0,0,0,5,1,4741
5,0,1,3,0,0,0,5,1,4742
0,5,1,3,0,0,0,5,1,4743
3,0,3,3,0,0,0,5,1,4744
0,3,3,3,0,0,0,5,1,4745
1,0,5,3,0,0,0,5,1,4746
0,1,5,3,0,0,0,5,1,4747
3,1,0,5,0,0,0,5,1,4748
1,3,0,5,0,0,0,5,1,4749
3,0,1,5,0,0,0,5,1,4750
0,3,1,5,0,0,0,5,1,4751
1,0,3,5,0,0,0,5,1,4752
0,1,3,5,0,0,0,5,1,4753
1,1,0,7,0,0,0,5,1,4754
0,1,1,7,0,0,0,5,1,4755
0,0,0,9,0,0,0,5,1,4756
7,0,0,0,0,0,0,7,1,4757
0,7,0,0,0,0,0,7,1,4758
5,1,1,0,0,0,0,7,1,4759
3,3,1,0,0,0,0,7,1,4760
1,5,1,0,0,0,0,7,1,4761
3,1,3,0,0,0,0,7,1,4762
1,3,3,0,0,0,0,7,1,4763
1,1,5,0,0,0,0,7,1,4764
0,0,7,0,0,0,0,7,1,4765
5,1,0,1,0,0,0,7,1,4766
3,3,0,1,0,0,0,7,1,4767
1,5,0,1,0,0,0,7,1,4768
5,0,1,1,0,0,0,7,1,4769
0,5,1,1,0,0,0,7,1,4770
3,0,3,1,0,0,0,7,1,4771
0,3,3,1,0,0,0,7,1,4772
1,0,5,1,0,0,0,7,1,4773
0,1,5,1,0,0,0,7,1,4774
3,1,0,3,0,0,0,7,1,4775
1,3,0,3,0,0,0,7,1,4776
3,0,1,3,0,0,0,7,1,4777
0,3,1,3,0,0,0,7,1,4778
1,0,3,3,0,0,0,7,1,4779
0,1,3,3,0,0,0,7,1,4780
1,1,0,5,0,0,0,7,1,4781
1,0,1,5,0,0,0,7,1,4782
0,1,1,5,0,0,0,7,1,4783
0,0,0,7,0,0,0,7,1,4784
5,0,0,0,0,0,0,9,1,4785
0,5,0,0,0,0,0,9,1,4786
3,1,1,0,0,0,0,9,1,4787
1,3,1,0,0,0,0,9,1,4788
1,1,3,0,0,0,0,9,1,4789
0,0,5,0,0,0,0,9,1,4790
3,1,0,1,0,0,0,9,1,4791
1,3,0,1,0,0,0,9,1,4792
3,0,1,1,0,0,0,9,1,4793
0,3,1,1,0,0,0,9,1,4794
1,0,3,1,0,0,0,9,1,4795
0,1,3,1,0,0,0,9,1,4796
1,1,0,3,0,0,0,9,1,4797
1,0,1,3,0,0,0,9,1,4798
0,1,1,3,0,0,0,9,1,4799
3,0,0,0,0,0,0,11,1,4800
0,3,0,0,0,0,0,11,1,4801
0,0,3,0,0,0,0,11,1,4802
0,0,0,3,0,0,0,11,1,4803
1,0,0,0,0,0,0,13,1,4804
0,1,0,0,0,0,0,13,1,4805
0,0,1,0,0,0,0,13,1,4806
0,0,0,1,0,0,0,13,1,4807
11,1,0,0,0,0,0,0,3,4808
9,3,0,0,0,0,0,0,3,4809
7,5,0,0,0,0,0,0,3,4810
5,7,0,0,0,0,0,0,3,4811
3,9,0,0,0,0,0,0,3,4812
1,11,0,0,0,0,0,0,3,4813
11,0,1,0,0,0,0,0,3,4814
0,11,1,0,0,0,0,0,3,4815
9,0,3,0,0,0,0,0,3,4816
0,9,3,0,0,0,0,0,3,4817
7,0,5,0,0,0,0,0,3,4818
0,7,5,0,0,0,0,0,3,4819
5,0,7,0,0,0,0,0,3,4820
0,5,7,0,0,0,0,0,3,4821
3,0,9,0,0,0,0,0,3,4822
0,3,9,0,0,0,0,0,3,4823
1,0,11,0,0,0,0,0,3,4824
0,1,11,0,0,0,0,0,3,4825
11,0,0,1,0,0,0,0,3,4826
0,11,0,1,0,0,0,0,3,4827
9,1,1,1,0,0,0,0,3,4828
7,3,1,1,0,0,0,0,3,4829
5,5,1,1,0,0,0,0,3,4830
3,7,1,1,0,0,0,0,3,4831
1,9,1,1,0,0,0,0,3,4832
7,1,3,1,0,0,0,0,3,4833
5,3,3,1,0,0,0,0,3,4834
3,5,3,1,0,0,0,0,3,4835
1,7,3,1,0,0,0,0,3,4836
5,1,5,1,0,0,0,0,3,4837
3,3,5,1,0,0,0,0,3,4838
1,5,5,1,0,0,0,0,3,4839
3,1,7,1,0,0,0,0,3,4840
1,3,7,1,0,0,0,0,3,4841
1,1,9,1,0,0,0,0,3,4842
0,0,11,1,0,0,0,0,3,4843
9,0,0,3,0,0,0,0,3,4844
0,9,0,3,0,0,0,0,3,4845
7,1,1,3,0,0,0,0,3,4846
5,3,1,3,0,0,0,0,3,4847
3,5,1,3,0,0,0,0,3,4848
1,7,1,3,0,0,0,0,3,4849
5,1,3,3,0,0,0,0,3,4850
3,3,3,3,0,0,0,0,3,4851
1,5,3,3,0,0,0,0,3,4852
3,1,5,3,0,0,0,0,3,4853
1,3,5,3,0,0,0,0,3,4854
1,1,7,3,0,0,0,0,3,4855
0,0,9,3,0,0,0,0,3,4856
7,0,0,5,0,0,0,0,3,4857
0,7,0,5,0,0,0,0,3,4858
5,1,1,5,0,0,0,0,3,4859
3,3,1,5,0,0,0,0,3,4860
1,5,1,5,0,0,0,0,3,4861
3,1,3,5,0,0,0,0,3,4862
1,3,3,5,0,0,0,0,3,4863
1,1,5,5,0,0,0,0,3,4864
0,0,7,5,0,0,0,0,3,4865
5,0,0,7,0,0,0,0,3,4866
0,5,0,7,0,0,0,0,3,4867
3,1,1,7,0,0,0,0,3,4868
1,3,1,7,0,0,0,0,3,4869
1,1,3,7,0,0,0,0,3,4870
0,0,5,7,0,0,0,0,3,4871
3,0,0,9,0,0,0,0,3,4872
0,3,0,9,0,0,0,0,3,4873
1,1,1,9,0,0,0,0,3,4874
0,0,3,9,0,0,0,0,3,4875
1,0,0,11,0,0,0,0,3,4876
0,1,0,11,0,0,0,0,3,4877
0,0,1,11,0,0,0,0,3,4878
11,0,0,0,0,0,0,1,3,4879
0,11,0,0,0,0,0,1,3,4880
9,1,1,0,0,0,0,1,3,4881
7,3,1,0,0,0,0,1,3,4882
5,5,1,0,0,0,0,1,3,4883
3,7,1,0,0,0,0,1,3,4884
1,9,1,0,0,0,0,1,3,4885
7,1,3,0,0,0,0,1,3,4886
5,3,3,0,0,0,0,1,3,4887
3,5,3,0,0,0,0,1,3,4888
1,7,3,0,0,0,0,1,3,4889
5,1,5,0,0,0,0,1,3,4890
3,3,5,0,0,0,0,1,3,4891
1,5,5,0,0,0,0,1,3,4892
3,1,7,0,0,0,0,1,3,4893
1,3,7,0,0,0,0,1,3,4894
1,1,9,0,0,0,0,1,3,4895
0,0,11,0,0,0,0,1,3,4896
9,1,0,1,0,0,0,1,3,4897
7,3,0,1,0,0,0,1,3,4898
5,5,0,1,0,0,0,1,3,4899
3,7,0,1,0,0,0,1,3,4900
1,9,0,1,0,0,0,1,3,4901
9,0,1,1,0,0,0,1,3,4902
0,9,1,1,0,0,0,1,3,4903
7,0,3,1,0,0,0,1,3,4904
0,7,3,1,0,0,0,1,3,4905
5,0,5,1,0,0,0,1,3,4906
0,5,5,1,0,0,0,1,3,4907
3,0,7,1,0,0,0,1,3,4908
0,3,7,1,0,0,0,1,3,4909
1,0,9,1,0,0,0,1,3,4910
0,1,9,1,0,0,0,1,3,4911
7,1,0,3,0,0,0,1,3,4912
5,3,0,3,0,0,0,1,3,4913
3,5,0,3,0,0,0,1,3,4914
1,7,0,3,0,0,0,1,3,4915
7,0,1,3,0,0,0,1,3,4916
0,7,1,3,0,0,0,1,3,4917
5,0,3,3,0,0,0,1,3,4918
0,5,3,3,0,0,0,1,3,4919
3,0,5,3,0,0,0,1,3,4920
0,3,5,3,0,0,0,1,3,4921
1,0,7,3,0,0,0,1,3,4922
0,1,7,3,0,0,0,1,3,4923
5,1,0,5,0,0,0,1,3,4924
3,3,0,5,0,0,0,1,3,4925
1,5,0,5,0,0,0,1,3,4926
5,0,1,5,0,0,0,1,3,4927
0,5,1,5,0,0,0,1,3,4928
3,0,3,5,0,0,0,1,3,4929
0,3,3,5,0,0,0,1,3,4930
1,0,5,5,0,0,0,1,3,4931
0,1,5,5,0,0,0,1,3,4932
3,1,0,7,0,0,0,1,3,4933
1,3,0,7,0,0,0,1,3,4934
3,0,1,7,0,0,0,1,3,4935
0,3,1,7,0,0,0,1,3,4936
1,0,3,7,0,0,0,1,3,4937
0,1,3,7,0,0,0,1,3,4938
1,1,0,9,0,0,0,1,3,4939
1,0,1,9,0,0,0,1,3,4940
0,1,1,9,0,0,0,1,3,4941
0,0,0,11,0,0,0,1,3,4942
9,0,0,0,0,0,0,3,3,4943
0,9,0,0,0,0,0,3,3,4944
7,1,1,0,0,0,0,3,3,4945
5,3,1,0,0,0,0,3,3,4946
3,5,1,0,0,0,0,3,3,4947
1,7,1,0,0,0,0,3,3,4948
5,1,3,0,0,0,0,3,3,4949
3,3,3,0,0,0,0,3,3,4950
1,5,3,0,0,0,0,3,3,4951
3,1,5,0,0,0,0,3,3,4952
1,3,5,0,0,0,0,3,3,4953
1,1,7,0,0,0,0,3,3,4954
0,0,9,0,0,0,0,3,3,4955
7,1,0,1,0,0,0,3,3,4956
5,3,0,1,0,0,0,3,3,4957
3,5,0,1,0,0,0,3,3,4958
1,7,0,1,0,0,0,3,3,4959
7,0,1,1,0,0,0,3,3,4960
0,7,1,1,0,0,0,3,3,4961
5,0,3,1,0,0,0,3,3,4962
0,5,3,1,0,0,0,3,3,4963
3,0,5,1,0,0,0,3,3,4964
0,3,5,1,0,0,0,3,3,4965
1,0,7,1,0,0,0,3,3,4966
0,1,7,1,0,0,0,3,3,4967
5,1,0,3,0,0,0,3,3,4968
3,3,0,3,0,0,0,3,3,4969
1,5,0,3,0,0,0,3,3,4970
5,0,1,3,0,0,0,3,3,4971
0,5,1,3,0,0,0,3,3,4972
3,0,3,3,0,0,0,3,3,4973
0,3,3,3,0,0,0,3,3,4974
1,0,5,3,0,0,0,3,3,4975
0,1,5,3,0,0,0,3,3,4976
3,1,0,5,0,0,0,3,3,4977
1,3,0,5,0,0,0,3,3,4978
3,0,1,5,0,0,0,3,3,4979
0,3,1,5,0,0,0,3,3,4980
1,0,3,5,0,0,0,3,3,4981
0,1,3,5,0,0,0,3,3,4982
1,1,0,7,0,0,0,3,3,4983
1,0,1,7,0,0,0,3,3,4984
0,1,1,7,0,0,0,3,3,4985
0,0,0,9,0,0,0,3,3,4986
7,0,0,0,0,0,0,5,3,4987
0,7,0,0,0,0,0,5,3,4988
5,1,1,0,0,0,0,5,3,4989
3,3,1,0,0,0,0,5,3,4990
1,5,1,0,0,0,0,5,3,4991
3,1,3,0,0,0,0,5,3,4992
1,3,3,0,0,0,0,5,3,4993
1,1,5,0,0,0,0,5,3,4994
0,0,7,0,0,0,0,5,3,4995
5,1,0,1,0,0,0,5,3,4996
3,3,0,1,0,0,0,5,3,4997
1,5,0,1,0,0,0,5,3,4998
5,0,1,1,0,0,0,5,3,4999
0,5,1,1,0,0,0,5,3,5000
3,0,3,1,0,0,0,5,3,5001
0,3,3,1,0,0,0,5,3,5002
1,0,5,1,0,0,0,5,3,5003
0,1,5,1,0,0,0,5,3,5004
3,1,0,3,0,0,0,5,3,5005
1,3,0,3,0,0,0,5,3,5006
3,0,1,3,0,0,0,5,3,5007
0,3,1,3,0,0,0,5,3,5008
1,0,3,3,0,0,0,5,3,5009
0,1,3,3,0,0,0,5,3,5010
1,1,0,5,0,0,0,5,3,5011
1,0,1,5,0,0,0,5,3,5012
0,1,1,5,0,0,0,5,3,5013
0,0,0,7,0,0,0,5,3,5014
5,0,0,0,0,0,0,7,3,5015
0,5,0,0,0,0,0,7,3,5016
3,1,1,0,0,0,0,7,3,5017
1,3,1,0,0,0,0,7,3,5018
1,1,3,0,0,0,0,7,3,5019
0,0,5,0,0,0,0,7,3,5020
3,1,0,1,0,0,0,7,3,5021
1,3,0,1,0,0,0,7,3,5022
3,0,1,1,0,0,0,7,3,5023
0,3,1,1,0,0,0,7,3,5024
1,0,3,1,0,0,0,7,3,5025
0,1,3,1,0,0,0,7,3,5026
1,1,0,3,0,0,0,7,3,5027
1,0,1,3,0,0,0,7,3,5028
0,1,1,3,0,0,0,7,3,5029
0,0,0,5,0,0,0,7,3,5030
3,0,0,0,0,0,0,9,3,5031
0,3,0,0,0,0,0,9,3,5032
1,1,1,0,0,0,0,9,3,5033
0,0,3,0,0,0,0,9,3,5034
1,1,0,1,0,0,0,9,3,5035
1,0,1,1,0,0,0,9,3,5036
0,1,1,1,0,0,0,9,3,5037
0,0,0,3,0,0,0,9,3,5038
1,0,0,0,0,0,0,11,3,5039
0,1,0,0,0,0,0,11,3,5040
0,0,1,0,0,0,0,11,3,5041
0,0,0,1,0,0,0,11,3,5042
9,1,0,0,0,0,0,0,5,5043
7,3,0,0,0,0,0,0,5,5044
5,5,0,0,0,0,0,0,5,5045
3,7,0,0,0,0,0,0,5,5046
1,9,0,0,0,0,0,0,5,5047
9,0,1,0,0,0,0,0,5,5048
0,9,1,0,0,0,0,0,5,5049
7,0,3,0,0,0,0,0,5,5050
0,7,3,0,0,0,0,0,5,5051
5,0,5,0,0,0,0,0,5,5052
0,5,5,0,0,0,0,0,5,5053
3,0,7,0,0,0,0,0,5,5054
0,3,7,0,0,0,0,0,5,5055
1,0,9,0,0,0,0,0,5,5056
0,1,9,0,0,0,0,0,5,5057
9,0,0,1,0,0,0,0,5,5058
0,9,0,1,0,0,0,0,5,5059
7,1,1,1,0,0,0,0,5,5060
5,3,1,1,0,0,0,0,5,5061
3,5,1,1,0,0,0,0,5,5062
1,7,1,1,0,0,0,0,5,5063
5,1,3,1,0,0,0,0,5,5064
3,3,3,1,0,0,0,0,5,5065
1,5,3,1,0,0,0,0,5,5066
3,1,5,1,0,0,0,0,5,5067
1,3,5,1,0,0,0,0,5,5068
1,1,7,1,0,0,0,0,5,5069
0,0,9,1,0,0,0,0,5,5070
7,0,0,3,0,0,0,0,5,5071
0,7,0,3,0,0,0,0,5,5072
5,1,1,3,0,0,0,0,5,5073
3,3,1,3,0,0,0,0,5,5074
1,5,1,3,0,0,0,0,5,5075
3,1,3,3,0,0,0,0,5,5076
1,3,3,3,0,0,0,0,5,5077
1,1,5,3,0,0,0,0,5,5078
0,0,7,3,0,0,0,0,5,5079
5,0,0,5,0,0,0,0,5,5080
0,5,0,5,0,0,0,0,5,5081
3,1,1,5,0,0,0,0,5,5082
1,3,1,5,0,0,0,0,5,5083
1,1,3,5,0,0,0,0,5,5084
0,0,5,5,0,0,0,0,5,5085
3,0,0,7,0,0,0,0,5,5086
0,3,0,7,0,0,0,0,5,5087
1,1,1,7,0,0,0,0,5,5088
0,0,3,7,0,0,0,0,5,5089
1,0,0,9,0,0,0,0,5,5090
0,1,0,9,0,0,0,0,5,5091
0,0,1,9,0,0,0,0,5,5092
9,0,0,0,0,0,0,1,5,5093
0,9,0,0,0,0,0,1,5,5094
7,1,1,0,0,0,0,1,5,5095
5,3,1,0,0,0,0,1,5,5096
3,5,1,0,0,0,0,1,5,5097
1,7,1,0,0,0,0,1,5,5098
5,1,3,0,0,0,0,1,5,5099
3,3,3,0,0,0,0,1,5,5100
1,5,3,0,0,0,0,1,5,5101
3,1,5,0,0,0,0,1,5,5102
1,3,5,0,0,0,0,1,5,5103
1,1,7,0,0,0,0,1,5,5104
0,0,9,0,0,0,0,1,5,5105
7,1,0,1,0,0,0,1,5,5106
5,3,0,1,0,0,0,1,5,5107
3,5,0,1,0,0,0,1,5,5108
1,7,0,1,0,0,0,1,5,5109
7,0,1,1,0,0,0,1,5,5110
0,7,1,1,0,0,0,1,5,5111
5,0,3,1,0,0,0,1,5,5112
0,5,3,1,0,0,0,1,5,5113
3,0,5,1,0,0,0,1,5,5114
0,3,5,1,0,0,0,1,5,5115
1,0,7,1,0,0,0,1,5,5116
0,1,7,1,0,0,0,1,5,5117
5,1,0,3,0,0,0,1,5,5118
3,3,0,3,0,0,0,1,5,5119
1,5,0,3,0,0,0,1,5,5120
5,0,1,3,0,0,0,1,5,5121
0,5,1,3,0,0,0,1,5,5122
3,0,3,3,0,0,0,1,5,5123
0,3,3,3,0,0,0,1,5,5124
1,0,5,3,0,0,0,1,5,5125
0,1,5,3,0,0,0,1,5,5126
3,1,0,5,0,0,0,1,5,5127
1,3,0,5,0,0,0,1,5,5128
3,0,1,5,0,0,0,1,5,5129
0,3,1,5,0,0,0,1,5,5130
1,0,3,5,0,0,0,1,5,5131
0,1,3,5,0,0,0,1,5,5132
1,1,0,7,0,0,0,1,5,5133
1,0,1,7,0,0,0,1,5,5134
0,1,1,7,0,0,0,1,5,5135
0,0,0,9,0,0,0,1,5,5136
7,0,0,0,0,0,0,3,5,5137
0,7,0,0,0,0,0,3,5,5138
5,1,1,0,0,0,0,3,5,5139
3,3,1,0,0,0,0,3,5,5140
1,5,1,0,0,0,0,3,5,5141
3,1,3,0,0,0,0,3,5,5142
1,3,3,0,0,0,0,3,5,5143
1,1,5,0,0,0,0,3,5,5144
0,0,7,0,0,0,0,3,5,5145
5,1,0,1,0,0,0,3,5,5146
3,3,0,1,0,0,0,3,5,5147
1,5,0,1,0,0,0,3,5,5148
5,0,1,1,0,0,0,3,5,5149
0,5,1,1,0,0,0,3,5,5150
3,0,3,1,0,0,0,3,5,5151
0,3,3,1,0,0,0,3,5,5152
1,0,5,1,0,0,0,3,5,5153
0,1,5,1,0,0,0,3,5,5154
3,1,0,3,0,0,0,3,5,5155
1,3,0,3,0,0,0,3,5,5156
3,0,1,3,0,0,0,3,5,5157
0,3,1,3,0,0,0,3,5,5158
1,0,3,3,0,0,0,3,5,5159
0,1,3,3,0,0,0,3,5,5160
1,1,0,5,0,0,0,3,5,5161
1,0,1,5,0,0,0,3,5,5162
0,1,1,5,0,0,0,3,5,5163
0,0,0,7,0,0,0,3,5,5164
5,0,0,0,0,0,0,5,5,5165
0,5,0,0,0,0,0,5,5,5166
3,1,1,0,0,0,0,5,5,5167
1,3,1,0,0,0,0,5,5,5168
1,1,3,0,0,0,0,5,5,5169
0,0,5,0,0,0,0,5,5,5170
3,1,0,1,0,0,0,5,5,5171
1,3,0,1,0,0,0,5,5,5172
3,0,1,1,0,0,0,5,5,5173
0,3,1,1,0,0,0,5,5,5174
1,0,3,1,0,0,0,5,5,5175
0,1,3,1,0,0,0,5,5,5176
0,0,0,5,0,0,0,5,5,5177
3,0,0,0,0,0,0,7,5,5178
0,3,0,0,0,0,0,7,5,5179
1,1,1,0,0,0,0,7,5,5180
0,0,3,0,0,0,0,7,5,5181
1,1,0,1,0,0,0,7,5,5182
1,0,1,1,0,0,0,7,5,5183
0,1,1,1,0,0,0,7,5,5184
0,0,0,3,0,0,0,7,5,5185
1,0,0,0,0,0,0,9,5,5186
0,1,0,0,0,0,0,9,5,5187
0,0,1,0,0,0,0,9,5,5188
0,0,0,1,0,0,0,9,5,5189
7,1,0,0,0,0,0,0,7,5190
5,3,0,0,0,0,0,0,7,5191
3,5,0,0,0,0,0,0,7,5192
1,7,0,0,0,0,0,0,7,5193
7,0,1,0,0,0,0,0,7,5194
0,7,1,0,0,0,0,0,7,5195
5,0,3,0,0,0,0,0,7,5196
0,5,3,0,0,0,0,0,7,5197
3,0,5,0,0,0,0,0,7,5198
0,3,5,0,0,0,0,0,7,5199
1,0,7,0,0,0,0,0,7,5200
0,1,7,0,0,0,0,0,7,5201
7,0,0,1,0,0,0,0,7,5202
0,7,0,1,0,0,0,0,7,5203
5,1,1,1,0,0,0,0,7,5204
3,3,1,1,0,0,0,0,7,5205
1,5,1,1,0,0,0,0,7,5206
3,1,3,1,0,0,0,0,7,5207
1,3,3,1,0,0,0,0,7,5208
1,1,5,1,0,0,0,0,7,5209
0,0,7,1,0,0,0,0,7,5210
5,0,0,3,0,0,0,0,7,5211
0,5,0,3,0,0,0,0,7,5212
3,1,1,3,0,0,0,0,7,5213
1,3,1,3,0,0,0,0,7,5214
1,1,3,3,0,0,0,0,7,5215
0,0,5,3,0,0,0,0,7,5216
3,0,0,5,0,0,0,0,7,5217
0,3,0,5,0,0,0,0,7,5218
1,0,0,7,0,0,0,0,7,5219
0,1,0,7,0,0,0,0,7,5220
0,0,1,7,0,0,0,0,7,5221
7,0,0,0,0,0,0,1,7,5222
0,7,0,0,0,0,0,1,7,5223
5,1,1,0,0,0,0,1,7,5224
3,3,1,0,0,0,0,1,7,5225
1,5,1,0,0,0,0,1,7,5226
3,1,3,0,0,0,0,1,7,5227
1,3,3,0,0,0,0,1,7,5228
1,1,5,0,0,0,0,1,7,5229
0,0,7,0,0,0,0,1,7,5230
5,1,0,1,0,0,0,1,7,5231
3,3,0,1,0,0,0,1,7,5232
1,5,0,1,0,0,0,1,7,5233
5,0,1,1,0,0,0,1,7,5234
0,5,1,1,0,0,0,1,7,5235
3,0,3,1,0,0,0,1,7,5236
0,3,3,1,0,0,0,1,7,5237
1,0,5,1,0,0,0,1,7,5238
0,1,5,1,0,0,0,1,7,5239
3,1,0,3,0,0,0,1,7,5240
1,3,0,3,0,0,0,1,7,5241
3,0,1,3,0,0,0,1,7,5242
0,3,1,3,0,0,0,1,7,5243
1,0,3,3,0,0,0,1,7,5244
0,1,3,3,0,0,0,1,7,5245
1,1,0,5,0,0,0,1,7,5246
1,0,1,5,0,0,0,1,7,5247
0,1,1,5,0,0,0,1,7,5248
0,0,0,7,0,0,0,1,7,5249
5,0,0,0,0,0,0,3,7,5250
0,5,0,0,0,0,0,3,7,5251
3,1,1,0,0,0,0,3,7,5252
1,3,1,0,0,0,0,3,7,5253
1,1,3,0,0,0,0,3,7,5254
0,0,5,0,0,0,0,3,7,5255
3,1,0,1,0,0,0,3,7,5256
1,3,0,1,0,0,0,3,7,5257
3,0,1,1,0,0,0,3,7,5258
0,3,1,1,0,0,0,3,7,5259
1,0,3,1,0,0,0,3,7,5260
0,1,3,1,0,0,0,3,7,5261
1,1,0,3,0,0,0,3,7,5262
1,0,1,3,0,0,0,3,7,5263
0,1,1,3,0,0,0,3,7,5264
0,0,0,5,0,0,0,3,7,5265
3,0,0,0,0,0,0,5,7,5266
0,3,0,0,0,0,0,5,7,5267
1,1,1,0,0,0,0,5,7,5268
0,0,3,0,0,0,0,5,7,5269
1,1,0,1,0,0,0,5,7,5270
1,0,1,1,0,0,0,5,7,5271
0,1,1,1,0,0,0,5,7,5272
0,0,0,3,0,0,0,5,7,5273
1,0,0,0,0,0,0,7,7,5274
0,1,0,0,0,0,0,7,7,5275
0,0,1,0,0,0,0,7,7,5276
0,0,0,1,0,0,0,7,7,5277
5,1,0,0,0,0,0,0,9,5278
3,3,0,0,0,0,0,0,9,5279
1,5,0,0,0,0,0,0,9,5280
5,0,1,0,0,0,0,0,9,5281
0,5,1,0,0,0,0,0,9,5282
3,0,3,0,0,0,0,0,9,5283
0,3,3,0,0,0,0,0,9,5284
1,0,5,0,0,0,0,0,9,5285
0,1,5,0,0,0,0,0,9,5286
5,0,0,1,0,0,0,0,9,5287
0,5,0,1,0,0,0,0,9,5288
3,1,1,1,0,0,0,0,9,5289
1,3,1,1,0,0,0,0,9,5290
1,1,3,1,0,0,0,0,9,5291
0,0,5,1,0,0,0,0,9,5292
3,0,0,3,0,0,0,0,9,5293
0,3,0,3,0,0,0,0,9,5294
0,0,3,3,0,0,0,0,9,5295
1,0,0,5,0,0,0,0,9,5296
0,1,0,5,0,0,0,0,9,5297
0,0,1,5,0,0,0,0,9,5298
5,0,0,0,0,0,0,1,9,5299
0,5,0,0,0,0,0,1,9,5300
3,1,1,0,0,0,0,1,9,5301
1,3,1,0,0,0,0,1,9,5302
1,1,3,0,0,0,0,1,9,5303
0,0,5,0,0,0,0,1,9,5304
3,1,0,1,0,0,0,1,9,5305
1,3,0,1,0,0,0,1,9,5306
3,0,1,1,0,0,0,1,9,5307
0,3,1,1,0,0,0,1,9,5308
1,0,3,1,0,0,0,1,9,5309
0,1,3,1,0,0,0,1,9,5310
1,1,0,3,0,0,0,1,9,5311
1,0,1,3,0,0,0,1,9,5312
0,1,1,3,0,0,0,1,9,5313
0,0,0,5,0,0,0,1,9,5314
3,0,0,0,0,0,0,3,9,5315
0,3,0,0,0,0,0,3,9,5316
1,1,1,0,0,0,0,3,9,5317
0,0,3,0,0,0,0,3,9,5318
1,1,0,1,0,0,0,3,9,5319
1,0,1,1,0,0,0,3,9,5320
0,1,1,1,0,0,0,3,9,5321
0,0,0,3,0,0,0,3,9,5322
1,0,0,0,0,0,0,5,9,5323
0,1,0,0,0,0,0,5,9,5324
0,0,1,0,0,0,0,5,9,5325
0,0,0,1,0,0,0,5,9,5326
3,1,0,0,0,0,0,0,11,5327
1,3,0,0,0,0,0,0,11,5328
3,0,1,0,0,0,0,0,11,5329
0,3,1,0,0,0,0,0,11,5330
1,0,3,0,0,0,0,0,11,5331
0,1,3,0,0,0,0,0,11,5332
3,0,0,1,0,0,0,0,11,5333
0,3,0,1,0,0,0,0,11,5334
1,1,1,1,0,0,0,0,11,5335
0,0,3,1,0,0,0,0,11,5336
1,0,0,3,0,0,0,0,11,5337
0,1,0,3,0,0,0,0,11,5338
0,0,1,3,0,0,0,0,11,5339
3,0,0,0,0,0,0,1,11,5340
0,3,0,0,0,0,0,1,11,5341
1,1,1,0,0,0,0,1,11,5342
0,0,3,0,0,0,0,1,11,5343
1,1,0,1,0,0,0,1,11,5344
1,0,1,1,0,0,0,1,11,5345
0,1,1,1,0,0,0,1,11,5346
0,0,0,3,0,0,0,1,11,5347
1,0,0,0,0,0,0,3,11,5348
0,1,0,0,0,0,0,3,11,5349
0,0,1,0,0,0,0,3,11,5350
0,0,0,1,0,0,0,3,11,5351
1,1,0,0,0,0,0,0,13,5352
1,0,1,0,0,0,0,0,13,5353
0,1,1,0,0,0,0,0,13,5354
1,0,0,1,0,0,0,0,13,5355
0,1,0,1,0,0,0,0,13,5356
0,0,1,1,0,0,0,0,13,5357
1,0,0,0,0,0,0,1,13,5358
0,1,0,0,0,0,0,1,13,5359
0,0,1,0,0,0,0,1,13,5360
0,0,0,1,0,0,0,1,13,5361
0,0,0,0,0,0,0,0,15,5362
