Grassland_medium,Grassland_high,Grassland_low,Crop,Forest_Deciduous,Forest_Mixed,Forest_Coniferous,Forest_even_aged,Forest_uneven_aged,scenario_no
0,5,3,0,7,0,0,0,0,696
3,0,5,0,7,0,0,0,0,697
0,3,5,0,7,0,0,0,0,698
1,0,7,0,7,0,0,0,0,699
0,1,7,0,7,0,0,0,0,700
7,0,0,1,7,0,0,0,0,701
0,7,0,1,7,0,0,0,0,702
5,1,1,1,7,0,0,0,0,703
3,3,1,1,7,0,0,0,0,704
1,5,1,1,7,0,0,0,0,705
3,1,3,1,7,0,0,0,0,706
1,3,3,1,7,0,0,0,0,707
1,1,5,1,7,0,0,0,0,708
0,0,7,1,7,0,0,0,0,709
5,0,0,3,7,0,0,0,0,710
0,5,0,3,7,0,0,0,0,711
3,1,1,3,7,0,0,0,0,712
1,3,1,3,7,0,0,0,0,713
1,1,3,3,7,0,0,0,0,714
0,0,5,3,7,0,0,0,0,715
3,0,0,5,7,0,0,0,0,716
0,3,0,5,7,0,0,0,0,717
0,0,3,5,7,0,0,0,0,718
1,0,0,7,7,0,0,0,0,719
0,1,0,7,7,0,0,0,0,720
0,0,1,7,7,0,0,0,0,721
5,1,0,0,9,0,0,0,0,722
3,3,0,0,9,0,0,0,0,723
1,5,0,0,9,0,0,0,0,724
5,0,1,0,9,0,0,0,0,725
0,5,1,0,9,0,0,0,0,726
3,0,3,0,9,0,0,0,0,727
0,3,3,0,9,0,0,0,0,728
1,0,5,0,9,0,0,0,0,729
0,1,5,0,9,0,0,0,0,730
5,0,0,1,9,0,0,0,0,731
0,5,0,1,9,0,0,0,0,732
3,1,1,1,9,0,0,0,0,733
1,3,1,1,9,0,0,0,0,734
1,1,3,1,9,0,0,0,0,735
0,0,5,1,9,0,0,0,0,736
3,0,0,3,9,0,0,0,0,737
0,3,0,3,9,0,0,0,0,738
0,0,3,3,9,0,0,0,0,739
1,0,0,5,9,0,0,0,0,740
0,1,0,5,9,0,0,0,0,741
0,0,1,5,9,0,0,0,0,742
3,1,0,0,11,0,0,0,0,743
1,3,0,0,11,0,0,0,0,744
3,0,1,0,11,0,0,0,0,745
0,3,1,0,11,0,0,0,0,746
1,0,3,0,11,0,0,0,0,747
0,1,3,0,11,0,0,0,0,748
3,0,0,1,11,0,0,0,0,749
0,3,0,1,11,0,0,0,0,750
1,1,1,1,11,0,0,0,0,751
0,0,3,1,11,0,0,0,0,752
1,0,0,3,11,0,0,0,0,753
0,1,0,3,11,0,0,0,0,754
0,0,1,3,11,0,0,0,0,755
1,1,0,0,13,0,0,0,0,756
1,0,1,0,13,0,0,0,0,757
0,1,1,0,13,0,0,0,0,758
1,0,0,1,13,0,0,0,0,759
0,1,0,1,13,0,0,0,0,760
0,0,1,1,13,0,0,0,0,761
0,0,0,0,15,0,0,0,0,762
13,1,0,0,0,1,0,0,0,763
11,3,0,0,0,1,0,0,0,764
9,5,0,0,0,1,0,0,0,765
7,7,0,0,0,1,0,0,0,766
5,9,0,0,0,1,0,0,0,767
3,11,0,0,0,1,0,0,0,768
1,13,0,0,0,1,0,0,0,769
13,0,1,0,0,1,0,0,0,770
0,13,1,0,0,1,0,0,0,771
11,0,3,0,0,1,0,0,0,772
0,11,3,0,0,1,0,0,0,773
9,0,5,0,0,1,0,0,0,774
0,9,5,0,0,1,0,0,0,775
7,0,7,0,0,1,0,0,0,776
0,7,7,0,0,1,0,0,0,777
5,0,9,0,0,1,0,0,0,778
0,5,9,0,0,1,0,0,0,779
3,0,11,0,0,1,0,0,0,780
0,3,11,0,0,1,0,0,0,781
1,0,13,0,0,1,0,0,0,782
0,1,13,0,0,1,0,0,0,783
13,0,0,1,0,1,0,0,0,784
0,13,0,1,0,1,0,0,0,785
11,1,1,1,0,1,0,0,0,786
9,3,1,1,0,1,0,0,0,787
7,5,1,1,0,1,0,0,0,788
5,7,1,1,0,1,0,0,0,789
3,9,1,1,0,1,0,0,0,790
1,11,1,1,0,1,0,0,0,791
9,1,3,1,0,1,0,0,0,792
7,3,3,1,0,1,0,0,0,793
5,5,3,1,0,1,0,0,0,794
3,7,3,1,0,1,0,0,0,795
1,9,3,1,0,1,0,0,0,796
7,1,5,1,0,1,0,0,0,797
5,3,5,1,0,1,0,0,0,798
3,5,5,1,0,1,0,0,0,799
1,7,5,1,0,1,0,0,0,800
5,1,7,1,0,1,0,0,0,801
3,3,7,1,0,1,0,0,0,802
1,5,7,1,0,1,0,0,0,803
3,1,9,1,0,1,0,0,0,804
1,3,9,1,0,1,0,0,0,805
1,1,11,1,0,1,0,0,0,806
0,0,13,1,0,1,0,0,0,807
11,0,0,3,0,1,0,0,0,808
0,11,0,3,0,1,0,0,0,809
9,1,1,3,0,1,0,0,0,810
7,3,1,3,0,1,0,0,0,811
5,5,1,3,0,1,0,0,0,812
3,7,1,3,0,1,0,0,0,813
1,9,1,3,0,1,0,0,0,814
7,1,3,3,0,1,0,0,0,815
5,3,3,3,0,1,0,0,0,816
3,5,3,3,0,1,0,0,0,817
1,7,3,3,0,1,0,0,0,818
5,1,5,3,0,1,0,0,0,819
3,3,5,3,0,1,0,0,0,820
1,5,5,3,0,1,0,0,0,821
3,1,7,3,0,1,0,0,0,822
1,3,7,3,0,1,0,0,0,823
1,1,9,3,0,1,0,0,0,824
0,0,11,3,0,1,0,0,0,825
9,0,0,5,0,1,0,0,0,826
0,9,0,5,0,1,0,0,0,827
7,1,1,5,0,1,0,0,0,828
5,3,1,5,0,1,0,0,0,829
3,5,1,5,0,1,0,0,0,830
1,7,1,5,0,1,0,0,0,831
5,1,3,5,0,1,0,0,0,832
3,3,3,5,0,1,0,0,0,833
1,5,3,5,0,1,0,0,0,834
3,1,5,5,0,1,0,0,0,835
1,3,5,5,0,1,0,0,0,836
1,1,7,5,0,1,0,0,0,837
0,0,9,5,0,1,0,0,0,838
7,0,0,7,0,1,0,0,0,839
0,7,0,7,0,1,0,0,0,840
5,1,1,7,0,1,0,0,0,841
3,3,1,7,0,1,0,0,0,842
1,5,1,7,0,1,0,0,0,843
3,1,3,7,0,1,0,0,0,844
1,3,3,7,0,1,0,0,0,845
1,1,5,7,0,1,0,0,0,846
0,0,7,7,0,1,0,0,0,847
5,0,0,9,0,1,0,0,0,848
0,5,0,9,0,1,0,0,0,849
3,1,1,9,0,1,0,0,0,850
1,3,1,9,0,1,0,0,0,851
1,1,3,9,0,1,0,0,0,852
0,0,5,9,0,1,0,0,0,853
3,0,0,11,0,1,0,0,0,854
0,3,0,11,0,1,0,0,0,855
1,1,1,11,0,1,0,0,0,856
0,0,3,11,0,1,0,0,0,857
1,0,0,13,0,1,0,0,0,858
0,1,0,13,0,1,0,0,0,859
0,0,1,13,0,1,0,0,0,860
13,0,0,0,1,1,0,0,0,861
0,13,0,0,1,1,0,0,0,862
11,1,1,0,1,1,0,0,0,863
9,3,1,0,1,1,0,0,0,864
7,5,1,0,1,1,0,0,0,865
5,7,1,0,1,1,0,0,0,866
3,9,1,0,1,1,0,0,0,867
1,11,1,0,1,1,0,0,0,868
9,1,3,0,1,1,0,0,0,869
7,3,3,0,1,1,0,0,0,870
5,5,3,0,1,1,0,0,0,871
3,7,3,0,1,1,0,0,0,872
1,9,3,0,1,1,0,0,0,873
7,1,5,0,1,1,0,0,0,874
5,3,5,0,1,1,0,0,0,875
3,5,5,0,1,1,0,0,0,876
1,7,5,0,1,1,0,0,0,877
5,1,7,0,1,1,0,0,0,878
3,3,7,0,1,1,0,0,0,879
1,5,7,0,1,1,0,0,0,880
3,1,9,0,1,1,0,0,0,881
1,3,9,0,1,1,0,0,0,882
1,1,11,0,1,1,0,0,0,883
0,0,13,0,1,1,0,0,0,884
11,1,0,1,1,1,0,0,0,885
9,3,0,1,1,1,0,0,0,886
7,5,0,1,1,1,0,0,0,887
5,7,0,1,1,1,0,0,0,888
3,9,0,1,1,1,0,0,0,889
1,11,0,1,1,1,0,0,0,890
11,0,1,1,1,1,0,0,0,891
0,11,1,1,1,1,0,0,0,892
9,0,3,1,1,1,0,0,0,893
0,9,3,1,1,1,0,0,0,894
7,0,5,1,1,1,0,0,0,895
0,7,5,1,1,1,0,0,0,896
5,0,7,1,1,1,0,0,0,897
0,5,7,1,1,1,0,0,0,898
3,0,9,1,1,1,0,0,0,899
0,3,9,1,1,1,0,0,0,900
1,0,11,1,1,1,0,0,0,901
0,1,11,1,1,1,0,0,0,902
9,1,0,3,1,1,0,0,0,903
7,3,0,3,1,1,0,0,0,904
5,5,0,3,1,1,0,0,0,905
3,7,0,3,1,1,0,0,0,906
1,9,0,3,1,1,0,0,0,907
9,0,1,3,1,1,0,0,0,908
0,9,1,3,1,1,0,0,0,909
7,0,3,3,1,1,0,0,0,910
0,7,3,3,1,1,0,0,0,911
5,0,5,3,1,1,0,0,0,912
0,5,5,3,1,1,0,0,0,913
3,0,7,3,1,1,0,0,0,914
0,3,7,3,1,1,0,0,0,915
1,0,9,3,1,1,0,0,0,916
0,1,9,3,1,1,0,0,0,917
7,1,0,5,1,1,0,0,0,918
5,3,0,5,1,1,0,0,0,919
3,5,0,5,1,1,0,0,0,920
1,7,0,5,1,1,0,0,0,921
7,0,1,5,1,1,0,0,0,922
0,7,1,5,1,1,0,0,0,923
5,0,3,5,1,1,0,0,0,924
0,5,3,5,1,1,0,0,0,925
3,0,5,5,1,1,0,0,0,926
0,3,5,5,1,1,0,0,0,927
1,0,7,5,1,1,0,0,0,928
0,1,7,5,1,1,0,0,0,929
5,1,0,7,1,1,0,0,0,930
3,3,0,7,1,1,0,0,0,931
1,5,0,7,1,1,0,0,0,932
5,0,1,7,1,1,0,0,0,933
0,5,1,7,1,1,0,0,0,934
3,0,3,7,1,1,0,0,0,935
0,3,3,7,1,1,0,0,0,936
1,0,5,7,1,1,0,0,0,937
0,1,5,7,1,1,0,0,0,938
3,1,0,9,1,1,0,0,0,939
1,3,0,9,1,1,0,0,0,940
3,0,1,9,1,1,0,0,0,941
0,3,1,9,1,1,0,0,0,942
1,0,3,9,1,1,0,0,0,943
0,1,3,9,1,1,0,0,0,944
1,1,0,11,1,1,0,0,0,945
1,0,1,11,1,1,0,0,0,946
0,1,1,11,1,1,0,0,0,947
0,0,0,13,1,1,0,0,0,948
11,0,0,0,3,1,0,0,0,949
0,11,0,0,3,1,0,0,0,950
9,1,1,0,3,1,0,0,0,951
7,3,1,0,3,1,0,0,0,952
5,5,1,0,3,1,0,0,0,953
3,7,1,0,3,1,0,0,0,954
1,9,1,0,3,1,0,0,0,955
7,1,3,0,3,1,0,0,0,956
5,3,3,0,3,1,0,0,0,957
3,5,3,0,3,1,0,0,0,958
1,7,3,0,3,1,0,0,0,959
5,1,5,0,3,1,0,0,0,960
3,3,5,0,3,1,0,0,0,961
1,5,5,0,3,1,0,0,0,962
3,1,7,0,3,1,0,0,0,963
1,3,7,0,3,1,0,0,0,964
1,1,9,0,3,1,0,0,0,965
0,0,11,0,3,1,0,0,0,966
9,1,0,1,3,1,0,0,0,967
7,3,0,1,3,1,0,0,0,968
5,5,0,1,3,1,0,0,0,969
3,7,0,1,3,1,0,0,0,970
1,9,0,1,3,1,0,0,0,971
9,0,1,1,3,1,0,0,0,972
0,9,1,1,3,1,0,0,0,973
7,0,3,1,3,1,0,0,0,974
0,7,3,1,3,1,0,0,0,975
5,0,5,1,3,1,0,0,0,976
0,5,5,1,3,1,0,0,0,977
3,0,7,1,3,1,0,0,0,978
0,3,7,1,3,1,0,0,0,979
1,0,9,1,3,1,0,0,0,980
0,1,9,1,3,1,0,0,0,981
7,1,0,3,3,1,0,0,0,982
5,3,0,3,3,1,0,0,0,983
3,5,0,3,3,1,0,0,0,984
1,7,0,3,3,1,0,0,0,985
7,0,1,3,3,1,0,0,0,986
0,7,1,3,3,1,0,0,0,987
5,0,3,3,3,1,0,0,0,988
0,5,3,3,3,1,0,0,0,989
3,0,5,3,3,1,0,0,0,990
0,3,5,3,3,1,0,0,0,991
1,0,7,3,3,1,0,0,0,992
0,1,7,3,3,1,0,0,0,993
5,1,0,5,3,1,0,0,0,994
3,3,0,5,3,1,0,0,0,995
1,5,0,5,3,1,0,0,0,996
5,0,1,5,3,1,0,0,0,997
0,5,1,5,3,1,0,0,0,998
3,0,3,5,3,1,0,0,0,999
0,3,3,5,3,1,0,0,0,1000
1,0,5,5,3,1,0,0,0,1001
0,1,5,5,3,1,0,0,0,1002
3,1,0,7,3,1,0,0,0,1003
1,3,0,7,3,1,0,0,0,1004
3,0,1,7,3,1,0,0,0,1005
0,3,1,7,3,1,0,0,0,1006
1,0,3,7,3,1,0,0,0,1007
0,1,3,7,3,1,0,0,0,1008
1,1,0,9,3,1,0,0,0,1009
1,0,1,9,3,1,0,0,0,1010
0,1,1,9,3,1,0,0,0,1011
0,0,0,11,3,1,0,0,0,1012
9,0,0,0,5,1,0,0,0,1013
0,9,0,0,5,1,0,0,0,1014
7,1,1,0,5,1,0,0,0,1015
5,3,1,0,5,1,0,0,0,1016
3,5,1,0,5,1,0,0,0,1017
1,7,1,0,5,1,0,0,0,1018
5,1,3,0,5,1,0,0,0,1019
3,3,3,0,5,1,0,0,0,1020
1,5,3,0,5,1,0,0,0,1021
3,1,5,0,5,1,0,0,0,1022
1,3,5,0,5,1,0,0,0,1023
1,1,7,0,5,1,0,0,0,1024
0,0,9,0,5,1,0,0,0,1025
7,1,0,1,5,1,0,0,0,1026
5,3,0,1,5,1,0,0,0,1027
3,5,0,1,5,1,0,0,0,1028
1,7,0,1,5,1,0,0,0,1029
7,0,1,1,5,1,0,0,0,1030
0,7,1,1,5,1,0,0,0,1031
5,0,3,1,5,1,0,0,0,1032
0,5,3,1,5,1,0,0,0,1033
3,0,5,1,5,1,0,0,0,1034
0,3,5,1,5,1,0,0,0,1035
1,0,7,1,5,1,0,0,0,1036
0,1,7,1,5,1,0,0,0,1037
5,1,0,3,5,1,0,0,0,1038
3,3,0,3,5,1,0,0,0,1039
1,5,0,3,5,1,0,0,0,1040
5,0,1,3,5,1,0,0,0,1041
0,5,1,3,5,1,0,0,0,1042
3,0,3,3,5,1,0,0,0,1043
0,3,3,3,5,1,0,0,0,1044
1,0,5,3,5,1,0,0,0,1045
0,1,5,3,5,1,0,0,0,1046
3,1,0,5,5,1,0,0,0,1047
1,3,0,5,5,1,0,0,0,1048
3,0,1,5,5,1,0,0,0,1049
0,3,1,5,5,1,0,0,0,1050
1,0,3,5,5,1,0,0,0,1051
0,1,3,5,5,1,0,0,0,1052
1,1,0,7,5,1,0,0,0,1053
1,0,1,7,5,1,0,0,0,1054
0,1,1,7,5,1,0,0,0,1055
0,0,0,9,5,1,0,0,0,1056
7,0,0,0,7,1,0,0,0,1057
0,7,0,0,7,1,0,0,0,1058
5,1,1,0,7,1,0,0,0,1059
3,3,1,0,7,1,0,0,0,1060
1,5,1,0,7,1,0,0,0,1061
3,1,3,0,7,1,0,0,0,1062
1,3,3,0,7,1,0,0,0,1063
1,1,5,0,7,1,0,0,0,1064
0,0,7,0,7,1,0,0,0,1065
5,1,0,1,7,1,0,0,0,1066
3,3,0,1,7,1,0,0,0,1067
1,5,0,1,7,1,0,0,0,1068
5,0,1,1,7,1,0,0,0,1069
0,5,1,1,7,1,0,0,0,1070
3,0,3,1,7,1,0,0,0,1071
0,3,3,1,7,1,0,0,0,1072
1,0,5,1,7,1,0,0,0,1073
0,1,5,1,7,1,0,0,0,1074
3,1,0,3,7,1,0,0,0,1075
1,3,0,3,7,1,0,0,0,1076
3,0,1,3,7,1,0,0,0,1077
0,3,1,3,7,1,0,0,0,1078
1,0,3,3,7,1,0,0,0,1079
0,1,3,3,7,1,0,0,0,1080
1,1,0,5,7,1,0,0,0,1081
1,0,1,5,7,1,0,0,0,1082
0,1,1,5,7,1,0,0,0,1083
0,0,0,7,7,1,0,0,0,1084
5,0,0,0,9,1,0,0,0,1085
0,5,0,0,9,1,0,0,0,1086
3,1,1,0,9,1,0,0,0,1087
1,3,1,0,9,1,0,0,0,1088
1,1,3,0,9,1,0,0,0,1089
0,0,5,0,9,1,0,0,0,1090
3,1,0,1,9,1,0,0,0,1091
1,3,0,1,9,1,0,0,0,1092
3,0,1,1,9,1,0,0,0,1093
0,3,1,1,9,1,0,0,0,1094
1,0,3,1,9,1,0,0,0,1095
0,1,3,1,9,1,0,0,0,1096
1,1,0,3,9,1,0,0,0,1097
1,0,1,3,9,1,0,0,0,1098
0,1,1,3,9,1,0,0,0,1099
0,0,0,5,9,1,0,0,0,1100
3,0,0,0,11,1,0,0,0,1101
0,3,0,0,11,1,0,0,0,1102
1,1,1,0,11,1,0,0,0,1103
0,0,3,0,11,1,0,0,0,1104
1,1,0,1,11,1,0,0,0,1105
1,0,1,1,11,1,0,0,0,1106
0,1,1,1,11,1,0,0,0,1107
0,0,0,3,11,1,0,0,0,1108
1,0,0,0,13,1,0,0,0,1109
0,1,0,0,13,1,0,0,0,1110
0,0,1,0,13,1,0,0,0,1111
0,0,0,1,13,1,0,0,0,1112
11,1,0,0,0,3,0,0,0,1113
9,3,0,0,0,3,0,0,0,1114
7,5,0,0,0,3,0,0,0,1115
5,7,0,0,0,3,0,0,0,1116
3,9,0,0,0,3,0,0,0,1117
1,11,0,0,0,3,0,0,0,1118
11,0,1,0,0,3,0,0,0,1119
0,11,1,0,0,3,0,0,0,1120
9,0,3,0,0,3,0,0,0,1121
0,9,3,0,0,3,0,0,0,1122
7,0,5,0,0,3,0,0,0,1123
0,7,5,0,0,3,0,0,0,1124
5,0,7,0,0,3,0,0,0,1125
0,5,7,0,0,3,0,0,0,1126
3,0,9,0,0,3,0,0,0,1127
0,3,9,0,0,3,0,0,0,1128
1,0,11,0,0,3,0,0,0,1129
0,1,11,0,0,3,0,0,0,1130
11,0,0,1,0,3,0,0,0,1131
0,11,0,1,0,3,0,0,0,1132
9,1,1,1,0,3,0,0,0,1133
7,3,1,1,0,3,0,0,0,1134
5,5,1,1,0,3,0,0,0,1135
3,7,1,1,0,3,0,0,0,1136
1,9,1,1,0,3,0,0,0,1137
7,1,3,1,0,3,0,0,0,1138
5,3,3,1,0,3,0,0,0,1139
3,5,3,1,0,3,0,0,0,1140
1,7,3,1,0,3,0,0,0,1141
5,1,5,1,0,3,0,0,0,1142
3,3,5,1,0,3,0,0,0,1143
1,5,5,1,0,3,0,0,0,1144
3,1,7,1,0,3,0,0,0,1145
1,3,7,1,0,3,0,0,0,1146
1,1,9,1,0,3,0,0,0,1147
0,0,11,1,0,3,0,0,0,1148
9,0,0,3,0,3,0,0,0,1149
0,9,0,3,0,3,0,0,0,1150
7,1,1,3,0,3,0,0,0,1151
5,3,1,3,0,3,0,0,0,1152
3,5,1,3,0,3,0,0,0,1153
1,7,1,3,0,3,0,0,0,1154
5,1,3,3,0,3,0,0,0,1155
3,3,3,3,0,3,0,0,0,1156
1,5,3,3,0,3,0,0,0,1157
3,1,5,3,0,3,0,0,0,1158
1,3,5,3,0,3,0,0,0,1159
1,1,7,3,0,3,0,0,0,1160
0,0,9,3,0,3,0,0,0,1161
7,0,0,5,0,3,0,0,0,1162
0,7,0,5,0,3,0,0,0,1163
5,1,1,5,0,3,0,0,0,1164
3,3,1,5,0,3,0,0,0,1165
1,5,1,5,0,3,0,0,0,1166
3,1,3,5,0,3,0,0,0,1167
1,3,3,5,0,3,0,0,0,1168
1,1,5,5,0,3,0,0,0,1169
0,0,7,5,0,3,0,0,0,1170
5,0,0,7,0,3,0,0,0,1171
0,5,0,7,0,3,0,0,0,1172
3,1,1,7,0,3,0,0,0,1173
1,3,1,7,0,3,0,0,0,1174
1,1,3,7,0,3,0,0,0,1175
0,0,5,7,0,3,0,0,0,1176
3,0,0,9,0,3,0,0,0,1177
0,3,0,9,0,3,0,0,0,1178
1,1,1,9,0,3,0,0,0,1179
0,0,3,9,0,3,0,0,0,1180
1,0,0,11,0,3,0,0,0,1181
0,1,0,11,0,3,0,0,0,1182
0,0,1,11,0,3,0,0,0,1183
11,0,0,0,1,3,0,0,0,1184
0,11,0,0,1,3,0,0,0,1185
9,1,1,0,1,3,0,0,0,1186
7,3,1,0,1,3,0,0,0,1187
5,5,1,0,1,3,0,0,0,1188
3,7,1,0,1,3,0,0,0,1189
1,9,1,0,1,3,0,0,0,1190
7,1,3,0,1,3,0,0,0,1191
5,3,3,0,1,3,0,0,0,1192
3,5,3,0,1,3,0,0,0,1193
1,7,3,0,1,3,0,0,0,1194
5,1,5,0,1,3,0,0,0,1195
3,3,5,0,1,3,0,0,0,1196
1,5,5,0,1,3,0,0,0,1197
3,1,7,0,1,3,0,0,0,1198
1,3,7,0,1,3,0,0,0,1199
1,1,9,0,1,3,0,0,0,1200
0,0,11,0,1,3,0,0,0,1201
9,1,0,1,1,3,0,0,0,1202
7,3,0,1,1,3,0,0,0,1203
5,5,0,1,1,3,0,0,0,1204
3,7,0,1,1,3,0,0,0,1205
1,9,0,1,1,3,0,0,0,1206
9,0,1,1,1,3,0,0,0,1207
0,9,1,1,1,3,0,0,0,1208
7,0,3,1,1,3,0,0,0,1209
0,7,3,1,1,3,0,0,0,1210
5,0,5,1,1,3,0,0,0,1211
0,5,5,1,1,3,0,0,0,1212
3,0,7,1,1,3,0,0,0,1213
0,3,7,1,1,3,0,0,0,1214
1,0,9,1,1,3,0,0,0,1215
0,1,9,1,1,3,0,0,0,1216
7,1,0,3,1,3,0,0,0,1217
5,3,0,3,1,3,0,0,0,1218
3,5,0,3,1,3,0,0,0,1219
1,7,0,3,1,3,0,0,0,1220
7,0,1,3,1,3,0,0,0,1221
0,7,1,3,1,3,0,0,0,1222
5,0,3,3,1,3,0,0,0,1223
0,5,3,3,1,3,0,0,0,1224
3,0,5,3,1,3,0,0,0,1225
0,3,5,3,1,3,0,0,0,1226
1,0,7,3,1,3,0,0,0,1227
0,1,7,3,1,3,0,0,0,1228
5,1,0,5,1,3,0,0,0,1229
3,3,0,5,1,3,0,0,0,1230
1,5,0,5,1,3,0,0,0,1231
5,0,1,5,1,3,0,0,0,1232
0,5,1,5,1,3,0,0,0,1233
3,0,3,5,1,3,0,0,0,1234
0,3,3,5,1,3,0,0,0,1235
1,0,5,5,1,3,0,0,0,1236
0,1,5,5,1,3,0,0,0,1237
3,1,0,7,1,3,0,0,0,1238
1,3,0,7,1,3,0,0,0,1239
3,0,1,7,1,3,0,0,0,1240
0,3,1,7,1,3,0,0,0,1241
1,0,3,7,1,3,0,0,0,1242
0,1,3,7,1,3,0,0,0,1243
1,1,0,9,1,3,0,0,0,1244
1,0,1,9,1,3,0,0,0,1245
0,1,1,9,1,3,0,0,0,1246
0,0,0,11,1,3,0,0,0,1247
9,0,0,0,3,3,0,0,0,1248
0,9,0,0,3,3,0,0,0,1249
7,1,1,0,3,3,0,0,0,1250
5,3,1,0,3,3,0,0,0,1251
3,5,1,0,3,3,0,0,0,1252
1,7,1,0,3,3,0,0,0,1253
5,1,3,0,3,3,0,0,0,1254
3,3,3,0,3,3,0,0,0,1255
1,5,3,0,3,3,0,0,0,1256
3,1,5,0,3,3,0,0,0,1257
1,3,5,0,3,3,0,0,0,1258
1,1,7,0,3,3,0,0,0,1259
0,0,9,0,3,3,0,0,0,1260
7,1,0,1,3,3,0,0,0,1261
5,3,0,1,3,3,0,0,0,1262
3,5,0,1,3,3,0,0,0,1263
1,7,0,1,3,3,0,0,0,1264
7,0,1,1,3,3,0,0,0,1265
0,7,1,1,3,3,0,0,0,1266
5,0,3,1,3,3,0,0,0,1267
0,5,3,1,3,3,0,0,0,1268
3,0,5,1,3,3,0,0,0,1269
0,3,5,1,3,3,0,0,0,1270
1,0,7,1,3,3,0,0,0,1271
0,1,7,1,3,3,0,0,0,1272
5,1,0,3,3,3,0,0,0,1273
3,3,0,3,3,3,0,0,0,1274
1,5,0,3,3,3,0,0,0,1275
5,0,1,3,3,3,0,0,0,1276
0,5,1,3,3,3,0,0,0,1277
3,0,3,3,3,3,0,0,0,1278
0,3,3,3,3,3,0,0,0,1279
1,0,5,3,3,3,0,0,0,1280
0,1,5,3,3,3,0,0,0,1281
3,1,0,5,3,3,0,0,0,1282
1,3,0,5,3,3,0,0,0,1283
3,0,1,5,3,3,0,0,0,1284
0,3,1,5,3,3,0,0,0,1285
1,0,3,5,3,3,0,0,0,1286
0,1,3,5,3,3,0,0,0,1287
1,1,0,7,3,3,0,0,0,1288
1,0,1,7,3,3,0,0,0,1289
0,1,1,7,3,3,0,0,0,1290
0,0,0,9,3,3,0,0,0,1291
7,0,0,0,5,3,0,0,0,1292
0,7,0,0,5,3,0,0,0,1293
5,1,1,0,5,3,0,0,0,1294
3,3,1,0,5,3,0,0,0,1295
1,5,1,0,5,3,0,0,0,1296
3,1,3,0,5,3,0,0,0,1297
1,3,3,0,5,3,0,0,0,1298
1,1,5,0,5,3,0,0,0,1299
0,0,7,0,5,3,0,0,0,1300
5,1,0,1,5,3,0,0,0,1301
3,3,0,1,5,3,0,0,0,1302
1,5,0,1,5,3,0,0,0,1303
5,0,1,1,5,3,0,0,0,1304
0,5,1,1,5,3,0,0,0,1305
3,0,3,1,5,3,0,0,0,1306
0,3,3,1,5,3,0,0,0,1307
1,0,5,1,5,3,0,0,0,1308
0,1,5,1,5,3,0,0,0,1309
3,1,0,3,5,3,0,0,0,1310
1,3,0,3,5,3,0,0,0,1311
3,0,1,3,5,3,0,0,0,1312
0,3,1,3,5,3,0,0,0,1313
1,0,3,3,5,3,0,0,0,1314
0,1,3,3,5,3,0,0,0,1315
1,1,0,5,5,3,0,0,0,1316
1,0,1,5,5,3,0,0,0,1317
0,1,1,5,5,3,0,0,0,1318
0,0,0,7,5,3,0,0,0,1319
5,0,0,0,7,3,0,0,0,1320
0,5,0,0,7,3,0,0,0,1321
3,1,1,0,7,3,0,0,0,1322
1,3,1,0,7,3,0,0,0,1323
1,1,3,0,7,3,0,0,0,1324
0,0,5,0,7,3,0,0,0,1325
3,1,0,1,7,3,0,0,0,1326
1,3,0,1,7,3,0,0,0,1327
3,0,1,1,7,3,0,0,0,1328
0,3,1,1,7,3,0,0,0,1329
1,0,3,1,7,3,0,0,0,1330
0,1,3,1,7,3,0,0,0,1331
0,0,0,5,7,3,0,0,0,1332
3,0,0,0,9,3,0,0,0,1333
0,3,0,0,9,3,0,0,0,1334
1,1,1,0,9,3,0,0,0,1335
0,0,3,0,9,3,0,0,0,1336
1,1,0,1,9,3,0,0,0,1337
1,0,1,1,9,3,0,0,0,1338
0,1,1,1,9,3,0,0,0,1339
0,0,0,3,9,3,0,0,0,1340
1,0,0,0,11,3,0,0,0,1341
0,1,0,0,11,3,0,0,0,1342
0,0,1,0,11,3,0,0,0,1343
0,0,0,1,11,3,0,0,0,1344
9,1,0,0,0,5,0,0,0,1345
7,3,0,0,0,5,0,0,0,1346
5,5,0,0,0,5,0,0,0,1347
3,7,0,0,0,5,0,0,0,1348
1,9,0,0,0,5,0,0,0,1349
9,0,1,0,0,5,0,0,0,1350
0,9,1,0,0,5,0,0,0,1351
7,0,3,0,0,5,0,0,0,1352
0,7,3,0,0,5,0,0,0,1353
5,0,5,0,0,5,0,0,0,1354
0,5,5,0,0,5,0,0,0,1355
3,0,7,0,0,5,0,0,0,1356
0,3,7,0,0,5,0,0,0,1357
1,0,9,0,0,5,0,0,0,1358
0,1,9,0,0,5,0,0,0,1359
9,0,0,1,0,5,0,0,0,1360
0,9,0,1,0,5,0,0,0,1361
7,1,1,1,0,5,0,0,0,1362
5,3,1,1,0,5,0,0,0,1363
3,5,1,1,0,5,0,0,0,1364
1,7,1,1,0,5,0,0,0,1365
5,1,3,1,0,5,0,0,0,1366
3,3,3,1,0,5,0,0,0,1367
1,5,3,1,0,5,0,0,0,1368
3,1,5,1,0,5,0,0,0,1369
1,3,5,1,0,5,0,0,0,1370
1,1,7,1,0,5,0,0,0,1371
0,0,9,1,0,5,0,0,0,1372
