Plot,Region,LU,Core_depth,pH,elevation,TWI,prop_clay,Mean_Temp,Mean_precip,LUI_2007to12
C414,S,Crop,93.3418541176895,5.60485562607763,60.4742706447659,7.9095727388929,0.087010848993455,8.56752205728456,651.629192343271,0
C415,S,Crop,94.5319767435207,4.81417827886117,56.013749658442,8.46531430384723,0.0998963521835827,8.30984416569522,664.122540567222,0
C416,S,Crop,96.4650015984852,5.04551362342653,52.8873562007534,8.38747930952901,0.130447906881512,8.53661655506164,628.074731864734,0
C417,S,Crop,92.4040771544266,4.64745380281908,62.3874168314708,8.6392288323724,0.137770598208993,8.26837618339732,642.516382675533,0
C418,S,Crop,94.9697164986678,4.44057727629515,53.5379684744481,8.74656861666167,0.117444500364304,8.49887547816224,667.495645309132,0
C419,S,Crop,93.4111725458075,4.73156479228663,57.5942600646056,8.24377471109435,0.0978488192430214,8.23154682964553,685.456386208523,0
C42,A,Crop,39.3667813919236,5.94411804093771,757.600616202808,6.43244856534934,0.561817346583469,7.27234875952782,959.085249265346,0
C420,S,Crop,94.2765262015352,4.78473463075294,55.9925286348227,8.21174322393133,0.109208349430018,8.31634733088257,644.484785447717,0
C421,S,Crop,91.6627342550568,5.37822228363002,50.7649993086116,8.05043385321567,0.132942634447387,8.24277077232593,644.093890860828,0
C422,S,Crop,94.2785244548958,4.93426998191499,56.1326091228249,8.02392659100411,0.10560352210128,7.94200283455157,645.103303391979,0
C423,S,Crop,93.8289506211942,5.1750691735548,54.8903857330813,8.23518094656324,0.10425648678189,8.30058296379948,639.7600877112,0
C424,S,Crop,93.3225858426005,5.35989726512261,65.1762986391991,9.06482148111652,0.168572189398326,8.28816793263428,643.81973305364,0
C425,S,Crop,95.2991134584782,4.82512007980634,58.4071009297155,8.4755228283248,0.11280092550755,8.46051419909895,662.711084002266,0
C426,S,Crop,93.2047085628084,5.48114564258395,60.8098617329646,7.95257280167201,0.117479116965163,8.17046469429772,629.379085851953,0
C427,S,Crop,95.5634526467653,5.34113813495897,55.8169417935584,9.0923430634787,0.107741338239225,8.30373049667157,659.618567174054,0
C428,S,Crop,96.6413138466813,5.66436637476002,66.02778812614,8.18495691096458,0.128065576278354,8.32184458711113,600.749567472969,0
C429,S,Crop,94.4308114104409,4.29081966232005,50.0967619752555,8.91853756637518,0.0997204126073588,8.23428704548295,636.748822351814,0
C43,A,Crop,37.9201145745019,5.83657278688867,739.330226597972,6.74660702802013,0.49334933152732,7.12968166172678,936.104678825273,0
C430,S,Crop,97.7261339841126,4.74200526937882,50.7414214512655,8.68178068581317,0.0680715493689455,8.24181580848629,646.685995790329,0
C431,S,Crop,92.0775315102062,5.38700413353471,55.2265781172419,8.65025986997081,0.0923004172637083,8.15560107346504,645.16091778666,0
C432,S,Crop,93.2881510750664,5.07426794045965,54.0789546193328,8.23892806109189,0.139308976903553,8.50631220254867,652.164346513234,0
C433,S,Crop,91.7293970475369,4.76589234706204,66.5709929748216,8.65565555708174,0.132851321736869,8.18516785317464,681.735044528536,0
C434,S,Crop,95.3958404966129,5.23910783302637,56.7407961256269,8.32371887154828,0.0728928341378512,8.30449598949982,642.322263501101,0
C435,S,Crop,93.6029704219563,4.67417933699252,59.178258738876,8.87708312497635,0.077255434155868,8.33227780486614,689.783142431172,0
C436,S,Crop,93.5786232533946,4.78434271179838,60.5683014259353,8.65264213638121,0.116010109180792,8.09120356704253,638.443119469023,0
C437,S,Crop,94.6275462347549,4.97691963430861,45.7637609521407,8.56942470818809,0.0835023239050367,8.22433896278088,662.331967118036,0
C438,S,Crop,94.6497227503277,5.12392173313193,55.2488439539995,8.85526428682354,0.116508337444663,8.36558083606404,633.456073708701,0
C439,S,Crop,96.1570619810074,5.79468578237706,56.1972165865012,8.21348956209173,0.124642424800333,8.19438684859552,652.577238528188,0
C44,A,Crop,31.091069346178,5.60769765867013,752.126398012823,6.6609844796485,0.546659982731448,7.01568756380238,938.195571345983,0
C440,S,Crop,93.5335182330622,4.88919382327775,53.1723979860945,7.87805465057766,0.114659124115848,8.43869722016396,672.987612364955,0
C441,S,Crop,92.6478814811925,4.94536300120578,53.1178507768636,8.71852965651029,0.0964573310348746,8.40111219465494,621.076238602858,0
C442,S,Crop,94.002272733033,5.17676918645281,55.8097238726849,8.61603457702568,0.12973870387725,8.16072939731969,653.230117942368,0
C443,S,Crop,95.8462608827538,4.99101780761641,58.7480168066008,7.69287515074365,0.0976609438184055,8.05386518247247,634.040997761174,0
C444,S,Crop,94.9482317478531,4.71092539511996,50.3637212168266,8.85661970901422,0.109790867653363,8.20340177410947,674.370310487074,0
C445,S,Crop,91.8777853529207,5.57663798292104,53.1725583968401,8.05749075930698,0.10015607904719,8.23829748534113,669.568446135603,0
C446,S,Crop,94.7637499829889,5.15077306397831,54.4871062391809,8.36090167567879,0.143551118722515,8.29454715983555,642.81368939054,0
C447,S,Crop,91.7542806779075,4.9538135573374,55.2193667916852,8.96798651955911,0.117417740700749,8.39267829902132,636.883285424558,0
C448,S,Crop,91.6063319508196,5.26778408545309,55.5875892407478,8.77317682434103,0.101349676060775,8.3530211777755,675.201769476025,0
C449,S,Crop,95.707076576578,4.60177256095525,58.6211374982587,8.701044493372,0.130619544305769,8.03473772293612,669.970723188996,0
C45,A,Crop,29.1613967012684,5.77394981990484,753.462766999942,7.03700751089694,0.481709180614213,7.22413352304495,921.510441975864,0
C450,S,Crop,97.2929391350172,5.08046957722053,55.7159637450274,8.81949555136805,0.104707633489187,8.32187820471091,670.430012373773,0
C451,S,Crop,94.6669904527948,4.48185624347007,56.4732952128074,8.71761140452245,0.12788036497481,8.4338888059224,638.081304956578,0
C452,S,Crop,91.4510294529401,5.10185989627821,60.706306457005,8.17340182871978,0.102758190509157,8.24481771561782,668.143084781012,0
C453,S,Crop,93.5219509582691,4.66118263805105,62.8940602772591,8.34613021892128,0.122638967767551,8.35438092949209,633.041412834548,0
C454,S,Crop,95.2579705784305,5.22596513588375,65.0443904869009,8.29623432536685,0.123068439145516,8.56535775251387,654.918130360995,0
C455,S,Crop,90.6563608781073,5.29929711041835,56.7543776295599,7.70218649075858,0.113717380817036,8.29069926656937,621.763166423012,0
C456,S,Crop,92.0380328936054,5.45196579710933,58.3274667087822,7.98562750144965,0.110938781623345,8.40213050366936,639.749769659455,0
C457,S,Crop,94.6548374553785,4.61325304445778,67.9673895889093,8.31519612891705,0.116919574896635,8.49122139162994,638.492461662537,0
C458,S,Crop,93.4073498443545,5.01013256705067,59.5952452525434,8.93317035303646,0.144486488923613,8.35832648552312,667.046027220114,0
C459,S,Crop,93.6109445386672,4.93078101245042,59.287983998732,8.90511486296474,0.0991973647617796,8.08648720472006,665.99008698858,0
C46,A,Crop,31.2461853401004,5.56941325306819,732.711958260801,6.65749612127421,0.5122318974462,7.27918378788806,939.387336021585,0
C460,S,Crop,93.1822056795085,4.95305670139087,57.9217146653052,8.59876174248982,0.121295625813508,8.45004480657046,657.737548385614,0
C461,S,Crop,92.3585134067364,5.39127974074083,64.9064363321061,8.58673364796901,0.102570100642915,8.21746560478223,658.744241116182,0
C462,S,Crop,94.1748872939551,4.69215934316671,55.707778327269,8.1511839403673,0.097025369485534,8.26119475582915,630.07753816419,0
C463,S,Crop,92.8928331998429,4.54875859482407,56.904068101795,8.23696343626052,0.106290021824358,8.27705025503591,665.309029476196,0
C464,S,Crop,96.0782147629063,5.12972575213177,55.7195921486476,7.97697555169104,0.120779017582513,8.52022119560611,645.285834787118,0
C465,S,Crop,94.4849330654218,5.07431115845461,53.9466163491729,8.7791915909363,0.105772085333337,8.32763526088236,659.366655301175,0
C466,S,Crop,94.0417049895217,5.06055548667484,61.5275110869274,8.65868543649571,0.10144079652194,8.00676152394363,671.867762140381,0
C467,S,Crop,96.8991698711107,4.82513766386157,58.8118026687468,8.35478779593564,0.120695049673596,8.30767597951093,622.666218395453,0
C468,S,Crop,93.3573220778518,5.09479078206686,49.1048907105642,8.99541447861578,0.106603530811034,8.33002707156919,639.435107246318,0
C469,S,Crop,94.3194067054372,4.59355196890345,60.6614607378774,8.26192303167204,0.129960099612358,8.29312098630556,652.063893135041,0
C47,A,Crop,27.3275807609351,5.63463129244554,749.338041002141,6.81741411308556,0.508381206134183,7.26670328761332,943.992347311302,0
C470,S,Crop,91.513274455998,5.0000404605778,58.4836027257958,8.9064365360865,0.109303967200194,8.35425960461109,661.757369016032,0
C471,S,Crop,93.1586720334385,4.75080503510321,57.442106569745,8.63423958085572,0.100401890592305,8.43825882715084,645.223905500189,0
C472,S,Crop,94.1513046681022,4.8859456918753,59.2545637454753,8.37102916568839,0.131540575088729,8.15170861030368,643.741868183909,0
C473,S,Crop,92.2584476929911,4.68606694204795,50.4791373529853,7.64578533588969,0.108178724095577,8.28086843765994,624.213980362039,0
C474,S,Crop,91.5831220210501,4.99208418398931,56.9761985464245,8.5609413606656,0.134506329143883,8.24159469647061,648.441312056472,0
C475,S,Crop,94.9156017877978,4.99329251784428,56.2433965114349,8.35871733893094,0.128013727150642,8.26635365701277,659.477619533366,0
C476,S,Crop,95.0613737238941,4.81237175761431,62.8362247605813,8.33662383148743,0.129904808111718,8.21679166919885,652.382612624491,0
C477,S,Crop,93.0105805875744,4.56553591341459,56.8544401712238,8.59027722576594,0.0952692685641903,8.30192216055582,667.563254552906,0
C478,S,Crop,93.4797247904657,5.28675778966623,55.5952697547451,8.1460396660903,0.0920965744395357,8.26788561204758,662.948413218785,0
C479,S,Crop,94.7577780273598,5.06397415576832,57.5195569908922,8.32221674642655,0.111164949703859,8.25561214462499,653.351874108433,0
C48,A,Crop,33.27388429982,5.86933514487666,738.002647598704,6.84539847227078,0.532542960102097,7.18345823892725,933.281503689083,0
C480,S,Crop,91.334662474921,4.48881641443087,59.6359845749677,7.85754524337425,0.134558794837029,8.01628127577479,678.118958689437,0
C481,S,Crop,91.3466959858472,5.13958614378367,54.0570535837168,8.15720457965627,0.102058893994066,8.19903239565198,646.65353532476,0
C482,S,Crop,94.8775844098822,4.45723371162097,50.7966301831083,8.54372804199437,0.0850203446233861,8.07538313476753,650.559476510553,0
C483,S,Crop,94.6619124114014,5.18121822465999,51.6253409119616,8.71422186583559,0.100935758780673,8.37046687955883,656.668078797561,0
C484,S,Crop,90.6767821028455,5.01997907337191,53.9761306942462,8.60093165294065,0.110644888268762,8.25415073254541,623.980777159635,0
C485,S,Crop,98.0959504757676,5.17118266210557,56.9542761880093,8.51485811235193,0.0850950032686955,8.32834767093115,652.763164454474,0
C486,S,Crop,95.6696398211734,4.77828314521571,56.702683350063,8.82225250256325,0.0991350435312193,8.22225053363838,668.605755192574,0
C487,S,Crop,92.7890773457513,4.68198596884126,64.3480215173054,8.58315030259949,0.124531487076842,8.43577915449912,650.216530874502,0
C488,S,Crop,89.6160555706384,5.13199680146685,55.5046138525604,8.7690883869984,0.10835519846822,8.18029729712961,655.322198891503,0
C489,S,Crop,92.9961004860148,4.8742263591061,58.3687676315201,8.06861938580548,0.150933981456339,8.27393222314726,650.962680540939,0
C49,A,Crop,34.92550696052,5.9392550493241,758.918351286988,6.82613579186648,0.503537410484923,7.17646752193763,949.580871291982,0
C490,S,Crop,94.9582882320594,5.32032321605988,55.9949717783096,7.94151047510156,0.101039681325136,8.24884085241511,665.661675097046,0
C491,S,Crop,96.2391208773349,4.96399934505072,62.5847171246861,9.13383907406741,0.0943978870353003,8.35960702473789,641.488646184855,0
C492,S,Crop,94.816852472533,4.66011293244437,55.3958091461822,8.6906922696337,0.0736647022136066,8.41288358897834,646.809416894971,0
C493,S,Crop,90.6134591263985,4.48042357383096,59.7548520593158,8.12522976701633,0.0975796500654235,8.16797813981317,648.379523909812,0
C494,S,Crop,91.7819354881561,5.29768640217463,57.9101300847433,7.97071568136577,0.096735040858281,8.1974941345907,646.371248883121,0
C495,S,Crop,91.3576906360946,5.06331946740624,55.5360405220925,8.5319240662548,0.0867985953244583,8.22178218454753,651.045345292303,0
C496,S,Crop,92.995531804488,5.02719088255599,57.1605678649818,8.56057977358648,0.089010648599844,8.11130723959933,643.950176227212,0
C497,S,Crop,97.174479575048,4.6647777173134,60.2630339079459,8.23008333165451,0.127054728695511,8.37741570558492,669.591298142043,0
C498,S,Crop,93.8940559862935,4.68963888952559,59.7004003515369,7.78135243892996,0.101668089012825,8.21101265848531,646.076636543818,0
C499,S,Crop,93.3513250614972,4.8574649671045,54.6489082952525,8.10358232421282,0.113656473108389,8.19807378797653,638.163226335666,0
C5,A,Crop,31.4295081016526,5.7407020014293,762.269083984339,6.87691405522137,0.546319243032832,7.12113719320432,947.366197883349,0
C50,A,Crop,34.1926401193432,5.92136244516694,749.919753226533,6.64749436659932,0.508404397874429,7.04101211432541,928.950161976922,0
C500,S,Crop,93.4409316844341,4.74620762836616,55.5788035814061,8.84337772131304,0.100786840317033,8.24843142071823,627.118722857857,0
C501,S,Crop,95.29525128379,4.9764349511474,61.0653378114055,8.46850550035729,0.142974311269757,8.36035313315797,652.204032297354,0
C502,S,Crop,93.0247946664542,5.23156031421577,52.3967431252055,8.38972098137377,0.0840445958080971,8.14550216806336,662.925376203285,0
C503,S,Crop,93.534496804303,5.14664425270816,52.9749527290004,8.86785493782884,0.0908473429682558,8.23078430634243,660.493108945141,0
C504,S,Crop,92.9446202628403,4.77105525526249,48.8497421046304,8.75198294442402,0.117101491689959,8.27014825737167,666.372829651838,0
C505,S,Crop,91.7601583686237,5.02536499836324,52.5240919550452,8.90375646089873,0.0935246826684172,8.33769917789744,675.828636122053,0
C506,S,Crop,93.9726721190389,5.50635987193744,52.6702853077012,8.53637986855645,0.0890293809918533,8.21270864368062,644.257693364671,0
C507,S,Crop,92.428019747943,5.16349071156361,55.526259163858,8.13174016590868,0.0760437163100116,8.28447354790174,643.970817512216,0
C508,S,Crop,91.5630940294636,4.62159384081042,57.0616064223414,8.01031723475508,0.133162851672463,8.3621018058334,638.59770165998,0
C509,S,Crop,98.5557642160662,4.786507504885,55.7854514353095,7.68086258270274,0.121758058010121,8.21396051459175,670.944765232848,0
C51,A,Crop,30.7645574488771,5.67027072666086,739.733988994976,6.63658597766251,0.477885907655375,7.15342254996918,931.917277843865,0
C510,S,Crop,93.3076725607264,4.93953844161785,55.1128476335275,8.13385508600723,0.0851588331148859,8.47000032691962,628.511449793399,0
C511,S,Crop,94.290515003874,4.63232581844041,50.4782327908332,8.34832587524032,0.0983254579778434,8.46455440409241,656.125972944963,0
C512,S,Crop,93.0599844312018,5.23840297176801,58.5234251663529,8.2225852126482,0.0781388798399835,8.05968258491832,646.838494745197,0
C513,S,Crop,92.657135961448,4.80874154242767,63.6291553267337,8.2619193536435,0.130932124757564,8.39487294786215,643.691312215835,0
C514,S,Crop,92.7085841091748,5.20701690969679,51.3268794016094,8.44688297016561,0.0976334578913656,8.20928266566157,646.748697533265,0
C515,S,Crop,98.2487332247267,5.09655724564194,58.5818767448951,8.15972474919967,0.132037658892506,8.48562269193335,644.901770070501,0
C516,S,Crop,92.2839906908291,4.80289703422178,53.8027361938148,8.38925753399836,0.11227920445302,8.19306243759579,654.657834620574,0
C517,S,Crop,95.3705634539586,5.28500196789254,54.3928648544694,8.51827753990145,0.128167999053702,8.32664790734516,653.410432326685,0
C518,S,Crop,92.4487425868692,5.69956659415751,56.1872853377214,8.35186513199496,0.107369420595614,8.46538731143519,639.828120225187,0
C519,S,Crop,94.1266201060426,4.62256878191077,54.7875279592357,8.36008721388633,0.10812546574198,8.11038362506186,650.043073027037,0
C52,A,Crop,31.6068413380766,5.69900855191916,752.758167199795,6.56268305536206,0.485310962010273,7.2181472989428,946.67698160663,0
C520,S,Crop,96.3406439348914,5.09755780125442,63.2412830950383,8.43363673669697,0.126610197542633,8.37114573628695,666.918667072723,0
C521,S,Crop,94.4875932149899,4.79385727245578,53.3198008284765,8.28041024645811,0.110089115556218,8.41159030206143,638.181438206709,0
C522,S,Crop,93.0017202172425,5.13963344178052,54.6955750873245,8.9795034874767,0.11511732935958,8.42349920399374,650.162684192112,0
C523,S,Crop,93.8245695638323,4.72243409354846,56.9950474911422,8.58962707120803,0.111372274426847,8.17880364585651,668.70703315147,0
C524,S,Crop,92.932897495847,5.2057942189406,65.9107142949876,8.54509775254326,0.108028610363256,8.47908202810322,648.688380450048,0
C525,S,Crop,92.1762609130604,5.11217168645058,55.7208079320255,8.00201046106351,0.109300380244237,8.27239153176063,659.028375750792,0
C526,S,Crop,95.5653895946064,5.23304046928946,61.1570550997418,8.28556073808576,0.120030111876062,8.1864989808294,666.925785607293,0
C527,S,Crop,92.3840531290512,4.95871963895289,55.7246816950882,8.8184624211003,0.114330862656223,8.26130679458871,659.484193772904,0
C528,S,Crop,97.283693739288,4.79768899742583,61.2645426822797,8.62704891089777,0.112589174886375,8.34373120461742,653.054782234552,0
C529,S,Crop,94.230869167394,5.47294572702593,54.4151955936031,8.73722618564038,0.111273088156983,8.36661416132845,674.853525517187,0
C53,A,Crop,30.8470647733132,6.08022987525685,740.530264997677,6.49418739414664,0.568094980483109,7.15787053942961,939.443076075531,0
C530,S,Crop,92.1628993708539,5.29327762890718,61.5444869265495,7.80588154974598,0.0626103616302433,8.45740398181754,663.140141158223,0
C531,S,Crop,91.632231522062,4.75213746158842,50.1075729134304,8.633229578848,0.108918282666341,8.1240226068126,669.016873313613,0
C532,S,Crop,94.5199142320977,4.39181360397212,58.8837764103216,8.10582580402011,0.0934597595245796,8.42282862591528,623.045417195486,0
C533,S,Crop,92.6623684877415,5.30156500665307,60.6278817855516,8.58806428995321,0.1291778781657,8.39404465087198,622.45764015073,0
C534,S,Crop,94.4900796718214,5.11822525408527,55.395130192394,8.54346320570898,0.0961446485308561,8.27919876848556,641.25246921819,0
C535,S,Crop,91.7707646907563,5.27071234530016,55.3931613330523,8.0398088007367,0.127657105133869,8.28394573390294,634.673709160651,0
C536,S,Crop,96.8793807601521,5.15342533186188,56.061011438296,7.94733567725721,0.108651439088347,8.32654524717937,620.966426799356,0
C537,S,Crop,93.8951857023051,4.81778767651155,63.6384881164616,8.4066551709143,0.10137113598024,8.29498419485399,644.88403821635,0
C538,S,Crop,91.4358168093595,5.13860716387077,58.7127059863014,7.92653865664714,0.114114759652901,8.17450536954839,681.15865240035,0
C539,S,Crop,94.5970351763327,4.79823036966758,53.4144645435301,8.6862014605984,0.0860478660417754,8.22965287416765,658.506563214089,0
C54,A,Crop,30.2216905932503,5.72692431986905,739.000592446843,6.67006236486895,0.519723261162509,7.12167852948606,945.838171750525,0
C540,S,Crop,92.7796982017913,5.25437459872432,54.4989482565836,8.65440349944146,0.115901534740558,8.55329696765523,647.743632551007,0
C541,S,Crop,91.5649184145385,5.27320568526445,63.0548837838373,8.24148683900482,0.129636654920201,8.18338129480307,671.413375894752,0
C542,S,Crop,92.235244467707,5.23108822942409,58.6822732029715,8.60387258339897,0.114782445691552,8.13947886981752,652.983286727013,0
C543,S,Crop,94.9038399293201,5.14067248548325,61.700396177619,8.1925791958308,0.0945526976144464,8.22082214335641,671.704208540432,0
C544,S,Crop,94.2420314527241,4.74098426943915,50.8330434861424,8.82523490153211,0.112273977234839,8.30354361040335,632.741889318161,0
C545,S,Crop,94.2615692057936,4.83585813475946,57.0642324510406,8.07510814923938,0.10351689397776,8.17025330074007,637.661058744936,0
C546,S,Crop,93.4048703772283,5.04936211315531,59.7092571324666,8.34137589723386,0.0849601217429648,8.2028176138449,654.359724631852,0
C547,S,Crop,95.0518085164545,4.87892386872043,49.8864037715062,8.15844692354486,0.106755888659252,8.39948890095955,615.105751441071,0
C548,S,Crop,96.6667634513518,5.5554732113646,52.0048870326319,8.6789971530755,0.126240215466492,8.13268520166626,637.746077754871,0
C549,S,Crop,93.5344334574194,5.01586666763429,56.9934494521298,8.37705732465245,0.103733136787485,8.51331415274798,655.153526393736,0
C55,A,Crop,33.4031439247219,5.82346563774263,748.817934767416,6.81598454023593,0.533949178374186,7.18740516095026,936.756323720265,0
C550,S,Crop,93.164764859718,5.41472300772301,57.8205790947526,8.5897380871356,0.0881697611974792,8.15821303444143,655.686206953445,0
C551,S,Crop,91.7192800631277,4.48263242270598,58.3983212014013,8.25617785509979,0.129531882629909,8.36123450413181,640.547516877636,0
C552,S,Crop,94.1561634426701,4.88222398391492,55.6197921733881,7.79790942954594,0.133298853760316,8.19228298795351,643.767660074282,0
C553,S,Crop,91.6732085241869,4.57404093469655,57.2384469463319,8.75022064160552,0.106051298132059,8.44574684390861,640.023930656528,0
C554,S,Crop,92.1813437543549,5.13625875736291,48.8933627845922,8.19952653549503,0.0939639013454883,8.26650005848132,663.174449671094,0
C555,S,Crop,92.7397722869154,5.05517834045142,52.1646473293543,8.67535174805314,0.111174509254742,8.2640130644201,660.5177506925,0
C556,S,Crop,93.7397657979923,4.92914216657243,54.4290384425211,9.26555325188476,0.0975406088484658,8.26828556620092,648.302248425641,0
C557,S,Crop,92.9528503144316,4.56131472091869,55.4097387425578,8.17980376556579,0.0752337427423869,8.27103400836695,650.31432362692,0
C558,S,Crop,92.7576576329042,5.01126358177118,57.014357240211,7.89183726408816,0.117491607460569,8.27162505096342,668.769333982579,0
C559,S,Crop,91.726838985348,4.82852670922851,54.5663281714941,8.34394586419814,0.105952233200646,8.39027770216926,662.767127001717,0
C56,A,Crop,29.7307160637309,5.59894666070762,752.714208115559,7.19160832858593,0.568684586837455,7.32497059008091,929.492621760891,0
C560,S,Crop,94.625106382803,5.79871684932183,56.6811672808758,8.20428200585405,0.0996468415453483,8.44609789147554,626.595626879731,0
C561,S,Crop,91.6809757900297,4.68932989098896,48.5432439836938,7.67091950052742,0.0907726576223945,8.17605939607508,641.740529829972,0
C562,S,Crop,91.9662463653619,5.03261658556724,50.4473058901623,8.71368091634107,0.111850509295787,8.34848353003293,667.55874966397,0
C563,S,Crop,93.6840579439109,4.89693485200283,63.6208632784295,7.80858902804374,0.138736185727488,8.09396666397665,620.334387038511,0
C564,S,Crop,91.3463096650598,4.73483273732557,63.8805863087872,8.52961550427526,0.135040005101685,8.4386082502154,649.190771129272,0
C565,S,Crop,94.0016171052195,5.10891358540722,54.7086186907819,8.73320568060722,0.114230707549344,8.32541781943233,674.905015009069,0
C566,S,Crop,92.1086201435825,5.29198231377258,58.2825763538129,8.85773534655449,0.0813065285487999,8.39008351981285,666.82192779822,0
C567,S,Crop,96.7847152881696,4.32190117628143,49.2580867778921,8.70150935450327,0.141733887818538,8.39440307977958,667.153322323268,0
C568,S,Crop,94.0234340487881,4.73507251735557,64.8815584315399,8.27789258209655,0.103185598364329,8.29619670433434,623.233871568543,0
C569,S,Crop,93.03923124871,4.61075115122119,56.1088610784042,8.84142451062641,0.105961207578082,8.32223095314215,650.133839446536,0
C57,A,Crop,35.152314884493,5.95438807059349,747.230949729693,6.77770850401105,0.508380597639066,7.21777354233761,942.128027658193,0
C570,S,Crop,93.6591709348791,5.0071829258475,67.0588941450068,8.49297577598627,0.125240694823486,8.44124859123311,606.004332284171,0
C571,S,Crop,94.1479649312121,4.57526152507536,56.5926962473858,8.08803848994758,0.130526693389796,8.44599389807408,636.84240546241,0
C572,S,Crop,88.7878982490889,5.2228206115493,58.4156288944004,8.32961111236316,0.134117956580932,8.3555537417222,665.064619414512,0
C573,S,Crop,96.7338680386707,5.11847497523843,63.7603277150112,8.2038401571568,0.0813878554995958,8.34872248142819,658.601859606739,0
C574,S,Crop,93.2154904965409,5.3309816751286,52.0199806964325,8.68986976167143,0.114534233798376,8.19599387947494,642.779880180715,0
C575,S,Crop,96.2743061217566,5.11720303662697,67.045037383555,8.72552637923485,0.132377049279687,8.34828527111963,654.011965643824,0
C576,S,Crop,95.3988469025321,4.88772242746584,59.2487036562343,8.75686348459731,0.139938526251949,8.21300986007977,662.031052112004,0
C577,S,Crop,96.9712422576563,4.39349091593457,54.0844982239514,8.12976139804748,0.1208391141801,8.21250586121298,657.877401935572,0
C578,S,Crop,91.616712876997,5.07133851608721,62.6531006074235,8.1664786986253,0.0949404808936121,8.13601556883148,670.557161172788,0
C579,S,Crop,95.7946703849709,5.45814118156364,52.8668925089466,8.89213946515422,0.130468621132236,8.37721879512329,643.463359823138,0
C58,A,Crop,31.0108309813114,5.81426110554028,747.578395399842,6.7155654461061,0.521926864928648,7.22062352086145,929.195892323161,0
C580,S,Crop,94.3749878968868,4.99979606495811,53.7153344814578,7.65196290546499,0.11754073761886,8.49254762456787,647.832242073446,0
C581,S,Crop,94.261098858759,5.06645149694331,51.5216902436727,8.2588587680695,0.0955873761552371,8.36756789390471,670.755330811483,0
C582,S,Crop,92.2373203560163,5.45211393482426,60.4516568051244,9.10692865825224,0.119571294897222,8.30354978788867,646.456462379721,0
C583,S,Crop,95.2269292522625,4.59841259467693,50.8181682290908,8.29074401941383,0.114681176492593,8.48271273683192,662.447717115341,0
C584,S,Crop,94.0756115799084,4.8229442215002,62.2047535070763,8.59158906454639,0.0821976091077858,8.27945352156307,672.767091204377,0
C585,S,Crop,93.0758834713976,4.80718746262876,58.5600272962094,8.68601024034204,0.122941103159224,8.32369272445617,654.128232712547,0
C586,S,Crop,93.6331113131546,5.14993098566361,64.8828390200265,8.97459803908556,0.102756037332128,8.27640594906345,663.02098148101,0
C587,S,Crop,91.3706256360029,4.66542228017998,54.9861024000361,8.25948842668121,0.109963882351632,8.2615042025759,687.749242264276,0
C588,S,Crop,94.0004236509901,5.76199326226671,48.7604850928142,8.2379910196686,0.133528860093774,8.44955502685632,648.106713509275,0
C589,S,Crop,94.8226629080518,4.54337492132911,52.2440983636131,8.3974191687992,0.09653057653557,8.38450465339141,651.17432343509,0
C59,A,Crop,22.1779602593207,5.4498359565301,745.053339299165,6.46306969676229,0.536882879036475,7.12010626009678,942.835742174463,0
C590,S,Crop,93.1471679201511,4.77800672001337,52.9201053563072,8.53022175279169,0.114464004255862,8.5008254736649,637.285827752982,0
C591,S,Crop,96.3935288873286,5.09194296075523,56.4818901194483,8.00045985738557,0.121563171495111,8.27202438068758,662.528659971585,0
C592,S,Crop,93.7300698786041,5.1908594696745,52.6215094853162,8.78936266006063,0.0621635225137684,8.39034137344823,615.21942706045,0
C593,S,Crop,92.5191384654074,5.67516717800017,56.6117507807071,7.89325204683089,0.118429563879795,8.3954800528919,648.227263812586,0
C594,S,Crop,97.3938224488978,5.31198795832301,53.9313249802161,7.49996000682587,0.103962267609582,8.27853803903071,658.826528084012,0
C595,S,Crop,91.6108846555261,4.45929677842032,55.9622599719676,9.10688018413146,0.0658229009443546,8.1127139869742,607.07008165366,0
C596,S,Crop,93.9881045369992,4.8905380178706,53.3510595901607,8.60532218554272,0.113716998507548,8.16642071156357,666.780256253315,0
C597,S,Crop,94.1083482140255,5.79815349460137,59.6772429781254,8.84919063293424,0.121143577449758,8.38311891909104,647.269421025258,0
C598,S,Crop,92.912750500923,4.72979645929456,54.8912204143356,8.30864884238065,0.0862416422863048,8.17556549876687,646.511994645055,0
C599,S,Crop,92.2531796021581,5.21837692619861,50.8762357348577,8.57997617485308,0.113446599446921,8.2843000992464,657.324245693374,0
C6,A,Crop,34.1695411152688,5.98138724848718,761.649547120928,7.08956253006263,0.475057939681052,7.12839753483107,950.411444856395,0
C60,A,Crop,40.2635309090048,5.97615124683167,735.275294303791,6.72337397075366,0.493995905446007,7.09855133253455,941.993845179221,0
C600,S,Crop,93.1549056627111,4.93956355126998,52.7816219595022,7.98915415092889,0.0692980748898059,8.30866147761585,671.508839125179,0
C61,A,Crop,31.4929066644107,5.90703204481529,749.427774174135,6.66684174595627,0.552944811383448,7.01408675251731,942.448096427884,0
C62,A,Crop,33.3869493146121,5.55033477412767,743.245597453371,6.48936705233965,0.508476776079287,7.05866508039248,943.743657889498,0
C63,A,Crop,32.6190993341533,5.71006127229057,729.889848303933,6.48212457113275,0.543492197180057,7.25359420936858,933.494664915315,0
