Plot;Plotn;Explo;Biomass2008;Biomass2010;Biomass2011;Biomass2012;Biomass2013;Biomass2014;Biomass2015;Biomass2016;Biomass2017;SoilOrganicC;Pmic.2011;Pmic.2014;NaHCO3_Pi;OlsenPi2014;Nshoot.2009;Pshoot.2009;Nshoot.2010;Pshoot.2010;Nshoot.2011;Pshoot.2011;Nshoot.2012;Pshoot.2012;Nshoot.2013;Pshoot.2013;Nshoot.2014;Pshoot.2014;Potential.nitrification2011;Nmic.2014;Nmic.2011;NH4.2014;NO3.2014;Potential.nitrification2014;Bulk.density2011;Soil.C.stock;Bulk.density2014;N_leaching_risk2015;Root.decomposition;herbivory.20172018;P_loss2011;P_leaching_risk2015;Urease;beta_Glucosidase;Xylosidase;N_Acetyl_beta_Glucosaminidase;Phosphatase;DEA;Aggregation;mAMFhyphae;Groundwater.recharge2010;Groundwater.recharge2011;Groundwater.recharge2012;Groundwater.recharge2013;Groundwater.recharge2014;Groundwater.recharge2015;Groundwater.recharge2016;amoA_AOA.2016;amoA_AOB.2016;nxrA_NS;16S_NB;amoA_AOA.2011;amoA_AOB.2011;nifH;soil.depth;PH;Biomass2009;Biomass;Root.biomass;Groundwater.recharge;herbivory.2013;Litter.decomposition;Parasitoid.traps;Total.pollinators;PRI;NRI;pathogen.infection;dung.decomposition;soilCflxs;soilNflxs
AEG29;AEG29;ALB;460;184;42;150.8;125.7;61.9;61.9;83;55.75;53.37;40.9724392821949;34.6197947947993;3.10161542470036;4.67558528428094;1.95;0.241;1.934;0.151;2.019;0.14;1.666;0.168;2.233;0.094;2.29;0.28;269.19;95.0930679508605;84.8081102277779;0.11510507098914;0.0100931840401178;31.5310272213277;0.86;4.4724603523;0.96558514358569;1981.28730957805;23.66666667;0.00541782712869837;103.369392716116;184.910742973728;120.795892405304;555.096690558771;126.294231613347;207.147239755832;1214.46596398466;0.935430702857011;NA;NA;769.260487408414;522.862438495689;608.682622015944;796.1376369777;580.6366857148;257.52102417513;521.262704658834;116745382.175439;9758008.14035088;966382.035087719;24396168.9824561;25300000;593000;2240000;17;5.77;139;100.45;1.096;579.480514206644;1.71993466737294;0.628930997219579;NA;NA;0.978630072774182;0.999919911578734;NA;-0.614277595977857;-1.09759030980949;-0.364250089814418
AEG30;AEG30;ALB;710;170;193;263.4;447.5;417.9;220.75;140;118.55;64.96;76.906880772578;47.8596697174464;10.4887218045113;7.98;2.616;0.29;2.624;0.186;2.052;0.221;2.072;0.238;1.855;0.236;1.55;0.23;1249.5;157.754251199849;106.168218100325;0;0.00990250971792354;328.135363797179;0.78;4.9382247147;0.726401423035093;1978.76666666667;23.05;0.0165612565419109;97.4365877091954;68.388234039426;184.643107600553;1434.05633522403;263.151861890942;363.689106405358;1081.84092778657;1.75790457212903;72.8396466082736;12.0677265;918.713193247358;634.176135981817;816.467473961404;1006.53072469326;734.220452495295;338.171755400859;674.514708771292;0;103828.971751412;7260.10214689265;1347398.8700565;54400000;596000;2230000;23;6.645;186.5;239.733333333333;0.776;731.827777793041;1.53399586216826;0.66504177601223;NA;104;0.994213339230584;0.99999890880727;NA;-0.588790662800736;-0.143853453225055;-0.218456037082764
AEG31;AEG31;ALB;575;80;123;180.7;261.9;337;279.35;118;89.1;69.63;48.5814448111478;45.3756642926865;3.62573099415205;7.07284768211921;2.42;0.234;2.276;0.152;1.617;0.127;1.709;0.198;2.106;0.162;1.7;0.23;1163.71;124.395738292923;109.87559194114;0;0.0113618192843761;273.707114416389;0.67;4.5282350329;0.75571682446829;1896.3;23.26666667;0.00354560090711167;103.12220890852;187.189663925491;181.375568323757;1439.33541521657;245.232280990981;355.040860862785;1151.70085114129;1.38653808538246;63.586391966759;16.29836625;906.048164546199;544.673058654575;736.65395613226;918.113792004413;664.131603899471;315.882093931309;570.965932228464;2156769.37799043;808788.516746412;0;745756.172248804;115000000;566000;3010000;30;6.55;147;179.561111111111;2.312;665.209800199527;0.948187318263019;0.519484580190613;NA;92;0.99343950859195;0.999998525451897;NA;-0.614277595977857;-0.196487875924389;-0.268038607903985
AEG32;AEG32;ALB;670;159;56;132.7;159.4;217.05;69.55;132.5;88.4;41.79;24.5781871029079;40.6251395987263;11.0947368421053;18.56;1.434;0.134;1.746;0.139;1.971;0.163;1.915;0.208;1.566;0.18;1.63;0.25;12.08;42.0725601115769;56.7175598379385;0.182568858032912;0;10.0978320293633;0.75;3.0374620601;0.963796808675562;2004.08262107259;27.16666667;0.0153214624253261;86.6344838873809;164.826207747073;89.1676693766938;472.687013511036;135.48807185269;228.086240372121;1453.80128926725;0.479838531484624;76.4796342477141;19.48868475;906.400240228963;544.911027992814;720.117473604324;895.365465463016;637.744828994983;240.92677017474;579.730783862184;27299668.4108108;213265.989189189;104605.751351351;4530483.2;5020000;48300;50900000;19;5.295;412;158.511111111111;0.846;646.456655760146;1.85844793734737;0.697335463362888;25;133;0.970170018718202;0.999950830688443;NA;0.969712112146829;-1.08126264772961;-0.522758616033258
AEG33;AEG33;ALB;180;171;39;101.1;216.6;148.85;89.95;89.5;110.85;48.93;23.0701413120295;29.0167826263357;0.758873929008568;4.33444816053512;1.607;0.164;1.845;0.126;1.888;0.207;1.815;0.196;1.677;0.198;1.66;0.25;26.88;73.4645394247588;64.8779667897593;1.13710843030404;0.00639435684588868;32.7023617846257;0.72;3.4185843747;0.969630933587709;2005.93333333333;26.46666667;0.0144862473965671;104.78909243343;158.042433239432;71.5389317889318;749.219903911886;155.256411233703;324.116427188461;1276.76708529053;0.42462439038516;82.4465329682528;10.88869575;970.588576936633;583.75700768907;758.331826747027;956.532351433117;694.256222743068;269.221867894536;635.199913701577;56432561.2307692;1306891.81538462;97264.2461538462;4728895.01538461;4330000;80100;345000;20;5.975;404;152.316666666667;0.356;695.412538163575;0.666556877728598;0.627156217403001;8;217;0.989608911036463;0.999564032365152;NA;-0.484993807855356;-0.764146370489998;-0.646613422012696
AEG34;AEG34;ALB;200;244;69;186.7;278.3;187.7;86.45;113.5;119.55;45.9;29.2566905303476;32.523222963288;9.10350532519905;5.42574257425743;1.773;0.266;2.344;0.262;2.012;0.24;1.97;0.26;1.804;0.221;1.87;0.29;177.47;77.8582923255002;90.2487271555881;0;0.022456950026162;40.6636413197737;0.77;3.4041290683;1.02199728760531;1935.83670999706;17.5;0.00884954992944533;102.816612263232;142.520826619135;98.5237313432836;589.377041951568;125.863387363511;407.944186142769;943.6615397634;0.491543927807339;NA;NA;1001.83129397774;669.603864596211;821.370616133439;997.69612514743;730.926118996715;310.808565242488;681.858142242138;744746654.299517;1987079.42028986;77702.8019323671;8621993.42995169;43600000;478000;1860000;26;6.17;309.5;177.188888888889;0.676;744.87067519088;1.29001018485749;0.676095714141033;4;146;0.990490544442337;0.999993606238895;NA;0.469545397039457;-0.776711436377488;-0.472993124088312
AEG35;AEG35;ALB;760;166;151;257.5;420.3;392.8;212.3;278.5;182.05;39.54;55.6226202482015;NA;7.16461813215674;11.8795986622074;2.01;0.267;1.979;0.195;2.02;0.216;1.886;0.228;2.589;0.287;1.77;0.28;123.06;77.0446331581424;75.5127778904364;0;0;11.4515120698805;0.86;3.3961972783;1.04154155411135;1865.87703676392;28.43333333;0.00675513172470916;99.2254303071052;138.044433389332;91.521128994361;706.35228858608;212.576088876729;273.016224540526;1828.0890767681;0.956163802072796;NA;NA;839.674047606004;556.848266401888;627.210878013285;849.929269914942;602.895884029324;252.955335507541;567.315752129058;36538062.5964912;3633798.73684211;404012.912280702;24519644.0701754;29300000;226000;8910000;60;5.67;313.5;263.772222222222;0.96;613.832776228863;1.44577286478704;0.625922801304352;NA;NA;NA;1;NA;0.0761034857723109;-0.727684348208312;-0.482330516184697
AEG36;AEG36;ALB;660;200;225;221.7;374.4;289.65;336.9;233;109.8;53.33;35.6839604034536;55.8359374303995;19.3178947368421;22.08;1.965;0.272;2.375;0.257;2.356;0.25;1.803;0.243;2.614;0.264;2.21;0.27;633.25;143.402319715013;108.058134749949;0;0;98.2586598783843;0.72;3.7600499668;0.924075847073549;1828.21282641501;21.76666667;0.00735495460937451;79.351042610568;147.247330199402;163.09563039243;1006.2243330382;158.615733048912;NA;1611.06317764392;1.0191371974318;NA;NA;860.582919645549;615.618906060435;773.1700186009;983.912159589277;738.108961508159;354.479363552566;548.282291904894;139215511.96347;8232632.69406393;178054.429223744;43730644.7488584;15600000;1960000;5470000;36;6.015;329;257.716666666667;0.106;696.307802980254;1.25251838117472;0.661543963901921;NA;NA;0.976109748121474;1;NA;-0.614277595977857;-0.690976065366193;-0.322240158670805
AEG37;AEG37;ALB;630;478;242;488;558;571.4;383.25;354;333.3;63;45.3999615789107;NA;26.8955592105263;61.8936877076412;2.055;0.264;2.47;0.275;2.447;0.291;1.933;0.305;2.425;0.301;2.11;0.31;1091.05;129.16430860001;89.3460715509685;0;0.00969375490262739;227.212321324236;0.81;5.1025482425;0.945752010905043;1525.00309276792;27.76666667;0.00756961252482901;12.3228886608302;41.570551651279;233.385544415948;1961.07052998785;339.042262463324;857.867200307081;1839.33360739422;1.19183081440948;76.0183196206379;15.8236565533981;720.263225154078;472.818994722291;586.664665039249;749.866901370763;477.401904747051;224.090680937254;513.896358542313;1888069592.42512;29911153.7777778;573677.449275362;255701036.521739;190000000;897000;2250000;30;6.1;NA;NA;0.176;535.000390073286;0.704038274731952;0.765513693989193;11;17;NA;0.99999924721988;NA;-0.614277595977857;1.02457548739281;0.400581560723552
AEG38;AEG38;ALB;440;166;142;212.6;378.4;252.55;188.3;120;113;49.45;68.4726731000134;56.0108397544729;7.33727810650888;7.67441860465116;2.003;0.236;1.704;0.142;NA;NA;1.874;0.24;1.804;0.199;1.48;0.27;270.37;107.55046731497;89.153164543245;0;0.0096884742260739;14.3014612886474;0.77;3.7461920977;0.818160908693446;2011.76666666667;16.76666667;0.0153691265687577;100.384691077353;180.483430085202;99.3250969242699;798.175010883326;230.079296277951;279.669438452048;1907.49387139903;1.14808456893022;79.498616445711;21.2184334158416;858.980546226683;560.906909481238;649.20265788802;859.635813906562;591.193127821907;256.703223263271;581.840690964488;121713143.222857;178644.114285714;54174.8662857143;28377825.28;58900000;29900;14000000;63;5.505;201.5;197.15;1.346;622.637567078881;1.58528250899528;0.628632177973929;18;NA;0.99144550865058;0.999997928053726;NA;-0.0153573839662439;-0.635374166770731;-0.448491063477013
AEG39;AEG39;ALB;900;448;182;371.5;597;784.95;487.05;376;265.5;66.09;52.5560740532981;69.4599217029314;33.6757894736842;35.3267326732673;2.427;0.356;2.222;0.282;2.295;0.277;1.823;0.298;2.523;0.34;1.45;0.23;903.45;109.233328146881;69.1927936872543;0;0;76.0253962949601;NA;NA;0.898015505003584;1472.1;22.83333333;0.00357975214370933;27.675496502793;121.226246456255;191.700123321458;1622.40512647315;317.153292489655;448.407086145557;1689.84263469265;1.031220285504;NA;NA;659.54748804128;466.346401572784;576.001260472128;728.581068187164;447.3244989723;222.906690847306;504.875916892797;649415084.651163;15602128.372093;188844.651162791;122448729.302326;27500000;1910000;2310000;25;5.665;264.5;419.611111111111;0.846;515.083332140823;1.12246394587927;0.695043025944059;34;46;0.983298655684116;1;NA;-0.614277595977857;0.196192585858578;-0.103351164714472
AEG40;AEG40;ALB;825;188;77;164.8;229.3;189.65;254.6;140.5;73.3;68.34;69.5764812566774;NA;22.988979297559;15.9667774086379;1.964;0.29;2.251;0.204;2.128;0.257;1.966;0.285;2.237;0.187;2.44;0.32;1093.38;153.057829055133;171.168633562656;0;0.0173818989429381;201.744553155625;0.5;3.3512217471;0.861571513607804;1875.70899309774;NA;0.00633957684681595;60.3639434358312;176.300177619097;266.943147502904;2313.79911715392;362.540159479784;833.04138391977;1243.60086776289;2.87951791887455;58.7438746119029;16.99191375;990.938847691555;605.763156457039;734.374815951141;984.379705630856;820.918627961786;297.605771889163;568.503198021927;1647243015.75758;37209863.7575758;483265.939393939;20197934.5454545;50400000;407000;7310000;27;6.71;155.5;163.627777777778;0.226;714.64058908621;1.04656201219545;0.767499398639786;1;261;NA;0.999996853401419;NA;0.304095516807113;1.20022665251883;0.368537401045449
AEG41;AEG41;ALB;795;115;137;287.9;628.1;555.75;297.5;194.5;166.6;44.28;14.4061675796308;37.352174812966;12.3643092105263;NA;1.924;0.309;2.375;0.253;2.479;0.258;2.125;0.301;2.163;0.262;1.42;0.22;388.39;94.8954744697766;72.8371208608085;0.143291339416809;0.0111255132049305;84.3939685996851;0.87;3.7246492093;0.773756485761641;1845.51410689183;16.83333333;0.00616044341877723;92.6523494210254;166.762632497203;135.77989821883;1225.9676864962;217.624250613495;279.973049107444;1661.13798683192;1.22064501933091;58.2659668211946;21.56932725;715.747488403193;475.84830770361;622.637708604225;782.078216855858;476.204382417965;254.491389806366;489.055148530904;162332467.2;5822021.18918919;413873.124324324;42722362.1189189;135000000;2440000;61900000;62;6.15;206;287.594444444444;0.956;545.151806046017;1.5408294168142;0.633264801180369;22;48;NA;0.999984999609654;NA;-0.209396658121978;-0.471481051371478;-0.191778963315911
AEG42;AEG42;ALB;645;105;120;312;335.6;160.05;151.85;150.5;117.8;83.13;56.2486130550785;NA;37.5718179911931;15.3973509933775;2.909;0.344;3.836;0.322;2.282;0.244;1.811;0.232;2.264;0.265;2.15;0.28;2129.53;208.942872114442;222.325209002733;0;0.0246718950458827;500.809256559729;0.67;5.4570707663;0.726117688388986;1902.65516617708;14.53333333;0.0113129269053005;91.8394768700209;178.541188876336;330.588100855205;1905.00732399943;377.727174881895;452.969275525335;1532.17117918833;5.69404548214403;NA;NA;673.420892620042;455.227202456971;555.982933660968;732.737305851937;477.569376092208;224.188259577933;508.417248963911;147392859.428571;1441261.71428571;103131.428571429;36236946.2857143;42500000;419000;3460000;45;6.965;160;179.2;1.436;518.220459889139;0.577804039354348;0.669321169075019;17;338;NA;0.999995013735976;NA;-0.461785869345468;0.471649224783108;0.563215074691389
AEG43;AEG43;ALB;680;105;39;105.6;488.7;545.3;176.9;136.5;108.25;72.57;18.9291721563955;85.5228120167531;38.4356147285209;49.5298013245033;2.787;0.29;2.027;0.192;2.268;0.232;2.305;0.278;2.073;0.265;1.7;0.25;1764.35;140.368212088284;141.170809460325;0;0;544.243668753893;0.57;3.9664918037;0.771948652040618;1777.91781636305;18.7;0.00212900231698388;59.0671124110478;153.866544573772;187.668765356265;1726.11709846127;340.487789638744;395.380684507873;1345.28715566256;2.51453949580582;NA;NA;1013.22382028668;648.736360303024;751.482747653834;1028.18895841093;873.652302750287;310.30218012474;560.297133576815;1497155089.75723;24872696.6011561;391135.445086705;44092774.1040462;36600000;311000;1780000;32;6.81;124.5;203.305555555556;0.376;740.840500443759;1.15648620598774;0.844607978716456;NA;263;0.973945916582144;1;NA;1.06670266712023;0.216374371320968;0.308589970471714
AEG44;AEG44;ALB;450;173;31;120.5;221.8;155.95;282.85;164.5;142.1;64.01;42.1966898182356;75.9994662152331;11.8776393037388;11.34;2.315;0.224;2.4175;0.209;2.197;0.171;1.877;0.219;2.164;0.222;1.93;0.28;1605.03;191.800791292678;156.734844803508;0.167407028114421;0;362.330690297453;0.77;4.9281575844;0.892851271034587;1972.3;NA;0.004881975385696;99.7362504292487;174.501583953073;161.461199779857;1809.59659556062;355.763765650479;499.522141473225;1215.29416424586;1.74652856744265;NA;NA;739.819481684538;519.501806035737;672.251541607796;843.052058651531;562.884776981042;296.369444010992;597.601004972013;103120492.606061;3920140.92929293;142904.888888889;8472798.38383838;68700000;1550000;5190000;25;7.05;105.5;155.244444444444;1.806;604.497159134807;1.94026421846346;0.696373628592305;NA;NA;0.980326226641198;0.999953015221298;NA;0.309992124990076;0.448521756166475;-0.145085465223131
AEG45;AEG45;ALB;780;280;374;389.3;532.8;370.75;315.35;170.5;153.2;54.86;58.6223789200223;54.7739612058113;11.288061107042;20.58;2.298;0.347;2.492;0.272;2.083;0.293;1.797;0.285;1.623;0.231;1.67;0.26;190.43;100.865688258954;92.004127913399;0;0.0369200111355878;25.9467063736399;0.88;4.8432471082;0.873175823777705;1874.16666666667;12.96666667;0.0136659432560684;88.1494922737288;175.522814203775;187.336042147806;910.450447512522;215.554292762238;273.987067912714;1917.84596184861;1.4045565579783;75.1110562685094;19.5580395;742.681779592589;518.881824710522;650.104804319581;791.170304473232;537.439607442482;255.244867613305;532.522495794595;86944839.5083799;3003085.94413408;140805.720670391;67912984.3128492;24500000;1020000;26600000;54;5.19;353.5;326.6;0.416;575.435097706615;1.69762627485068;0.650807380260358;NA;338;0.982549156282226;0.999994866312593;NA;0.820185011847335;-0.627417377044445;-0.266956595968465
AEG46;AEG46;ALB;1035;262;107;224.7;265.4;359.4;325.65;253;194.7;71.68;40.5277612037892;99.3887532836893;16.5419489317353;20.6488294314381;1.63;0.291;2.525;0.27;2.257;0.265;1.643;0.266;2.206;0.323;2.45;0.35;926.52;124.530839965541;123.082381257126;0.138168353544731;0.0135650837857933;151.867646067409;0.49;3.4988605385;0.800867809858965;1731.26666666667;24.63333333;0.0193119217908409;70.1777622447931;147.737822354189;301.952150402414;1764.39665336594;356.192401358622;450.581400524194;2079.67155716864;2.08864979021947;60.4548632620753;16.4296689320388;614.161073762259;454.029636948266;601.087668079266;739.721723231553;551.85026944886;193.392844550212;555.192605040129;499321142.30303;23632200.9212121;133715.781818182;47660596.7515151;184000000;2990000;51100000;52;5.68;457;272.094444444444;1.076;529.919403008649;1.37879882202944;0.631593868992601;13;83;0.98778687985606;0.999986354147037;NA;-0.601472615485417;0.354489530783141;0.193569514092651
AEG47;AEG47;ALB;95;108;11;41.5;64.7;50.5;39.8;33;78.3;59.05;53.7477305739385;41.8278439956157;5.22105263157895;6.8255033557047;1.225;0.099;1.574;0.094;1.831;0.104;1.504;0.146;1.92;0.137;1.56;0.2;309.58;116.455618738704;110.387031664194;0.157572138671761;0;60.0605966765599;0.68;4.0052659547;0.8086655731835;1982.09442560295;27.83333333;0.0158700484838677;104.825862849596;187.594771509988;120.767106065224;787.118694074941;152.047817538237;302.224428661511;1072.39956364127;0.369366855738476;63.7068661627042;23.5262191176471;757.285840990405;496.383351093264;631.716031473547;785.182958546263;498.846470359614;217.187168491222;582.934347307464;1495002.81564246;45858.0379888268;89253.8994413408;7485786.10055866;45400;8260;65600;21;7.185;252;75.4222222222222;2.986;567.076595465968;1.80236447387537;0.454103746633304;3;259;0.960671362543626;0.999855545846434;NA;-0.192853634988975;-0.787991681791657;-0.577309544913529
AEG48;AEG48;ALB;30;33;3;8.8;38.2;44.05;25.55;20.5;44.1;43.39;29.2044009115044;24.3176719767813;0;3.6;1.444;0.089;1.692;0.079;1.62;0.109;1.622;0.123;1.93;0.099;1.32;0.16;138.48;61.1157262897936;43.8205264354812;0;0;47.1637827640705;0.4;1.6885045235;0.990872304313892;2009.42826096307;37.56666667;0.0216133066585454;105.911961209016;190.828431750966;113.027941543842;607.655960715313;103.145892112555;153.369334964998;1257.40819233774;0.270777525299389;56.6425922311146;21.29190825;1083.72334107083;642.095553108404;813.315674989253;1026.26264063162;707.166109248863;238.463402010895;686.451506333839;0;0;0;953534.915254237;88200;6620;149000;40;7.3;56.5;30.4111111111111;1.046;742.496889627672;0.702729669807119;0.508735984711399;20;460;0.963653588931052;1;NA;-0.0728578487909089;-1.21002796977609;-0.632892817378397
AEG49;AEG49;ALB;300;195;52;159.8;176.6;209.6;110.6;76;60.05;49.87;55.6249596541668;27.8822349355788;2.69258608210113;3.90604026845638;1.738;0.18;2.011;0.167;NA;NA;1.779;0.205;1.794;0.208;1.55;0.25;203.82;60.3988964843317;74.3610491348013;0.235078716497903;0.00789608346752325;18.8353550227823;0.64;3.0162499647;0.897538817003157;1980.03333333333;NA;0.00527339692681895;103.943441085783;179.439823348114;61.524034454015;649.254891149899;98.5620933902036;254.125445335617;933.454988113156;0.617841398900907;NA;NA;950.628729850676;587.266257167463;730.91188522878;941.635998568204;681.507687945795;265.058361054327;619.488135354693;165063421.276596;4379356.59574468;69574.8085106383;20356657.0212766;61900000;82500;3510000;36;6.155;450.5;165.572222222222;0.846;682.356722167134;1.33787117741972;0.502919618323241;NA;136;0.99365497786836;0.999933979947521;NA;-0.298512114186446;-1.04822967706351;-0.567435850344278
AEG50;AEG50;ALB;NA;368;239;426.5;638.9;477.85;332.75;234.5;218.4;68.68;18.4653352412949;72.4366678842216;21.1630045988758;38.9498327759197;2.227;0.327;2.384;0.304;2.331;0.297;1.763;0.282;1.832;0.252;1.63;0.26;534.54;113.974235601235;100.105298935002;0.145691476995404;0.00773556986866423;100.808805111958;0.74;5.0087946496;0.811302351432801;1779.64220163369;21.43333333;0.0112634530611842;32.2798322485945;139.138157406629;189.226648351648;1093.61388521231;195.980734827321;395.974978577267;1423.19932834933;1.25117476451914;48.558448991272;21.98545575;777.35805327413;479.94455379329;648.257431740233;825.165172561815;551.127126253745;276.977190057699;503.112950835666;367760963.764706;8471378.82352941;178853.647058824;12017837.1764706;80600000;635000;11400000;40;5.93;222;350.877777777778;1.146;580.27749693094;0.379264738340731;0.512088467238548;NA;NA;0.976290058930283;0.99998420668896;NA;1.98667874141639;-0.404490910077949;-0.25126796609281
HEG1;HEG01;HAI;670;273;218.5;382.4;271;511.1;179.55;113.233333333333;93.6;54.02;25.6157097330732;34.1861660657106;81.5789473684211;13.5250836120401;1.714;0.322;2.698;0.341;2.399;0.274;2.326;0.316;2.307;0.319;1.72;0.32;1134.54;89.215532868988;157.511736115441;0;0.0042430806544226;999.723534736461;0.68;3.6558244883;0.8443441282614;1822.66666666667;22.967;0.00454364180168693;83.746226491336;179.886195413255;403.764356942573;2389.53966225503;NA;659.048704900051;1961.81849849604;3.00568115037521;NA;NA;603.378506974365;290.778909204368;393.156379416979;658.000939572765;462.727034083129;388.640141434904;300.5110149386;1203862873.80984;12588119.2918033;41698.6229508197;2324003.25245902;259000000;2209951.2195122;6920000;48;6.65;358.55;266.77037037037;5.853;442.456132232159;0.229199714558673;NA;17;NA;0.993185467948648;0.999999595926198;0.0050764;-0.614277595977857;1.10484882097492;0.474897755768898
HEG2;HEG02;HAI;585;256;137;304.5;284;285.4;182.8;158.066666666667;63.8;35.08;24.2596212492069;26.8610062009697;47.2639933166249;10.7641196013289;1.581;0.31;2.106;0.28;1.574;0.224;1.976;0.288;2.40133333333333;0.300333333333333;1.68;0.29;553.16;74.9962235670581;99.0932489543108;0;0.0194711145162795;869.84221298593;0.76;2.5390598088;0.917236524310908;1908.83333333333;16.267;0.0138591295110687;90.6452858552136;171.584092251175;267.682465829072;1444.4047159613;202.763943029883;347.293427229776;558.764189230366;2.45668124291489;44.5539513401462;15.32739975;461.105838272892;246.055136128069;314.351860160948;640.489679951176;501.911527047912;315.340165312683;255.436335300105;175452293.03937;12483344.1259843;37071.6220472441;430170.708661417;47500000;1637023.25581395;2470000;49;7.2;389;228.951851851852;3.112;390.670077453398;1.01368022822059;NA;12;235;0.988548394632221;0.999996327846662;0.010978;-0.379456905461308;-0.305120059980381;-0.0154758069389433
HEG3;HEG03;HAI;645;254;181.5;166.5;300.5;340.65;114.4;107.3;173;33.29;17.906773442021;17.7187854384561;23.0570438071226;10.8837209302326;1.563;0.273;2.09;0.273;1.836;0.266;1.908;0.251;2.158;0.311;1.84;0.3;696.18;64.423983078259;104.106729468576;0.0154421554925916;0.00839111514882471;953.528377111914;0.74;2.4065424092;0.963626593951463;1429.3;11.733;0.0101590309432396;85.2811879722767;177.080862729501;213.213988965257;2097.70300935075;352.769359534124;539.355621323845;840.358741091643;2.18965544613591;64.3263892912034;16.5064305;458.506560652381;216.08411367302;267.52028499546;557.756100081085;431.751272511248;342.1399565188;259.379246222963;795505593.682403;68369869.4592275;53681.3321888412;866629.21888412;29900000;3102862.55924171;3780000;NA;7.255;482;235.538888888889;4.733;361.876790664994;0.0494130604919706;NA;17;NA;0.990006935058813;0.999996371857417;0.00708475;-0.318113880106559;0.631966423662873;0.132034277692895
HEG4;HEG04;HAI;935;202;267;688.4;398.5;518.65;466.55;407.366666666667;188.85;64.72;23.2776621827462;59.1429513376821;16.1862990810359;15.6;2.338;0.327;2.11;0.274;2.671;0.314;2.183;0.3;2.288;0.348;2.05;0.33;439.11;134.758778757575;163.145238230117;0.027633031710545;0.0250893424481734;624.819444465354;0.7;4.4962881615;0.8207095518683;1775.86666666667;25.6;NA;65.3187839412547;125.34642324331;423.158831942211;2224.9166963281;524.779670332313;510.840336065398;1956.64697487418;4.45814400619066;NA;NA;634.926506149549;354.82189073634;399.469391847988;701.21760337415;406.794645204771;404.187133709255;341.633067708522;1380749003.1746;24021032.6349206;152445.968253968;4659045.58730159;81000000;7175283.29297821;38000000;NA;6.65;552.55;409.985185185185;11.013;463.292891247225;0.275598399508217;NA;10;NA;0.992778407662668;0.999995972270998;0.078851;-0.0437179078982183;1.04702902934237;0.650880247691971
HEG5;HEG05;HAI;620;230;107.5;294.1;148;230.35;136.15;105.3;49.9;43.6;81.9196949653724;38.5771427053261;5.04937391835488;7.04950495049505;1.842;0.24;2.267;0.194;2.194;0.204;2.17;0.233;3.054;0.313;2.22;0.35;1234.25;94.7331355334472;133.219975241115;0.190171172146733;0.0099566136436041;1069.11242081431;0.92;4.0169657895;0.850154249809396;954.6;14.8;0.0108219867488804;100.560495542745;159.371829775948;NA;1423.70399609114;244.452423924297;424.932511583675;851.893338949705;3.48836524775852;63.2415915379648;23.51126025;694.398204587351;401.138471958704;513.938658485732;719.51429961109;508.050458544448;524.841359631713;418.956052371335;1549662548.10108;42576267.5523466;89642.5126353791;882684.303249098;53600000;4259212.19822109;8760000;46;7.085;171.9;163.688888888889;5.896;540.119643598625;0.387708895666927;NA;1;29;0.992907618441522;0.999967246085111;0.018589925;0.865706841777442;-0.0986713363823099;0.489572959692851
HEG6;HEG06;HAI;1270;483;247.5;284.8;362.5;423.9;175.75;150.666666666667;88.25;20.77;46.7314964883846;13.5897765346564;22.0535621962569;23.7814569536424;1.432;0.249;2.49;0.307;2.017;0.262;1.993;0.269;2.281;0.309;1.38;0.2;224.15;33.4814397758029;40.5841659384249;0.200301293695332;0.00387322178638491;117.032255154692;NA;NA;1.07189260945031;1964.73333333333;15.4;0.00713590158893995;63.9481592122787;131.611880524184;108.132645250672;916.161879708314;176.914739760629;282.555374297514;1354.03210290149;0.610871421790049;NA;NA;582.466231283378;370.960186286747;434.577859302572;639.923443369811;406.386774099014;498.308457379777;337.868975573722;159293103.157895;9577364.21052631;83671.5789473684;1048926.31578947;40600000;1722152.82392027;24500000;57;5.955;406.5;291.42962962963;4.509;467.213132470717;0.914073224519713;NA;13;531;0.971289136984364;0.999962817557751;0.0384605;0.839309445300662;-0.701925817789167;-0.467492576637866
HEG7;HEG07;HAI;645;220;58;264.8;211;276.6;147.95;139.933333333333;49.7;55.48;48.3746564071449;49.7353419052554;38.5472453062481;15;1.807;0.268;2.311;0.264;2.345;0.214;1.948;0.252;2.631;0.308;1.85;0.31;634.01;129.97850225977;129.658143255823;0;0;826.260724525947;NA;NA;0.850667996606403;1919.13333333333;17.1;0.00533222949490915;76.8869747320055;137.818432838468;319.504050263643;1806.54357608982;281.141918620362;461.660242590974;1017.05833154596;2.03206695246865;49.5618816878659;21.361263;526.556959432581;325.281971697614;420.153881304151;590.447237767582;324.855968676657;306.624022960646;266.331444043124;1967883081.44262;47065088;180654.163934426;334678.032786885;85600000;3990644.39140811;1560000;36;6.985;278.25;182.914814814815;8.646;394.321640840336;0.414635956605143;NA;3;178;0.986016849912156;1;0.076554;0.293707297630889;0.215251761780613;0.364740126041028
